Unfurnished,Semi-Furnished,Furnished,Area_sqft,Price,BHK
1,0,0,1610,120,3
0,1,0,1700,199,4
0,1,0,1775,114,3
0,1,0,1775,118,3
0,1,0,1775,120,3
0,1,0,1800,175,4
0,1,0,2000,150,4
1,0,0,2500,100,4
1,0,0,2560,110,4
1,0,0,2600,400,3
0,1,0,2700,235,4
0,1,0,3000,235,4
