Unfurnished,Semi-Furnished,Furnished,Furnishing,Area_sqft,Price,BHK
1,0,0,Unfurnished,2500,300,4
0,1,0,Semi-Furnished,1514,310,3
0,1,0,Semi-Furnished,2100,310,3
0,1,0,Semi-Furnished,1550,311,3
0,0,1,Furnished,2600,335,4
0,1,0,Semi-Furnished,1893,340,4
1,0,0,Unfurnished,2450,340,4
1,0,0,Unfurnished,2700,385,5
0,1,0,Semi-Furnished,2300,388,5
1,0,0,Unfurnished,2100,400,4
0,1,0,Semi-Furnished,2600,410,4
0,0,1,Furnished,2100,465,4
1,0,0,Unfurnished,585,25.2,1
1,0,0,Unfurnished,220,30.4,1
0,1,0,Semi-Furnished,433,33,1
1,0,0,Unfurnished,501,33,1
1,0,0,Unfurnished,580,34.6,1
0,0,1,Furnished,179,35,1
1,0,0,Unfurnished,570,35,1
1,0,0,Unfurnished,600,35.7,1
1,0,0,Unfurnished,480,36,1
1,0,0,Unfurnished,600,36,1
1,0,0,Unfurnished,600,36,1
0,0,1,Furnished,630,36,1
1,0,0,Unfurnished,630,36,1
1,0,0,Unfurnished,570,36.4,1
0,1,0,Semi-Furnished,610,38,1
0,0,1,Furnished,630,38,1
1,0,0,Unfurnished,630,38,1
1,0,0,Unfurnished,630,38,1
1,0,0,Unfurnished,490,38.7,1
1,0,0,Unfurnished,500,38.7,1
1,0,0,Unfurnished,650,39,1
1,0,0,Unfurnished,623,39.5,1
1,0,0,Unfurnished,444,39.6,1
1,0,0,Unfurnished,569,40,1
1,0,0,Unfurnished,610,40,1
1,0,0,Unfurnished,625,40,1
0,1,0,Semi-Furnished,477,40.1,1
1,0,0,Unfurnished,595,41,1
1,0,0,Unfurnished,620,41,1
1,0,0,Unfurnished,650,41,1
1,0,0,Unfurnished,685,41,1
1,0,0,Unfurnished,837,41,2
1,0,0,Unfurnished,490,41.5,1
0,1,0,Semi-Furnished,450,42,1
1,0,0,Unfurnished,490,42,1
1,0,0,Unfurnished,600,42,1
0,0,1,Furnished,620,42,1
1,0,0,Unfurnished,657,42,1
1,0,0,Unfurnished,500,42.3,1
0,1,0,Semi-Furnished,510,42.3,1
1,0,0,Unfurnished,492,42.8,1
1,0,0,Unfurnished,451,43,1
0,1,0,Semi-Furnished,507,43,1
0,1,0,Semi-Furnished,603,43,1
1,0,0,Unfurnished,445,43.2,1
1,0,0,Unfurnished,527,43.2,1
1,0,0,Unfurnished,484,44,1
1,0,0,Unfurnished,604,44,1
1,0,0,Unfurnished,700,44.3,2
0,0,1,Furnished,750,44.7,1
1,0,0,Unfurnished,480,44.9,1
1,0,0,Unfurnished,492,44.9,1
1,0,0,Unfurnished,425,45,1
0,1,0,Semi-Furnished,470,45,1
1,0,0,Unfurnished,603,45,1
1,0,0,Unfurnished,670,45,1
0,1,0,Semi-Furnished,680,45,1
1,0,0,Unfurnished,700,45,1
1,0,0,Unfurnished,744,45,1
0,1,0,Semi-Furnished,430,45.5,1
1,0,0,Unfurnished,672,46,1
1,0,0,Unfurnished,675,46,1
0,1,0,Semi-Furnished,499,46.1,1
1,0,0,Unfurnished,335,46.4,1
1,0,0,Unfurnished,492,46.6,1
0,1,0,Semi-Furnished,531,47,1
1,0,0,Unfurnished,660,47,1
1,0,0,Unfurnished,550,48,1
1,0,0,Unfurnished,625,48,1
1,0,0,Unfurnished,498,48.4,1
0,1,0,Semi-Furnished,605,48.4,1
1,0,0,Unfurnished,492,48.5,1
1,0,0,Unfurnished,560,49.1,1
1,0,0,Unfurnished,480,49.5,1
1,0,0,Unfurnished,536,49.5,1
1,0,0,Unfurnished,480,49.9,1
0,1,0,Semi-Furnished,450,50,1
1,0,0,Unfurnished,498,50,1
1,0,0,Unfurnished,498,50,1
1,0,0,Unfurnished,510,50,1
1,0,0,Unfurnished,1061,50.1,2
0,1,0,Semi-Furnished,407,51,1
1,0,0,Unfurnished,750,51,1
1,0,0,Unfurnished,620,52,2
0,0,1,Furnished,634,52,1
1,0,0,Unfurnished,695,52.8,2
1,0,0,Unfurnished,746,52.8,2
1,0,0,Unfurnished,456,53,1
0,0,1,Furnished,772,53.1,2
0,1,0,Semi-Furnished,650,54,2
0,1,0,Semi-Furnished,960,54.7,2
1,0,0,Unfurnished,707,54.9,2
1,0,0,Unfurnished,707,54.9,2
1,0,0,Unfurnished,707,54.9,2
1,0,0,Unfurnished,707,54.9,2
0,0,1,Furnished,450,55,1
1,0,0,Unfurnished,458,55,1
1,0,0,Unfurnished,650,55,1
0,1,0,Semi-Furnished,750,55,1
1,0,0,Unfurnished,820,55,2
1,0,0,Unfurnished,666,55.2,1
0,1,0,Semi-Furnished,535,55.5,1
1,0,0,Unfurnished,700,56,2
1,0,0,Unfurnished,750,56,2
0,1,0,Semi-Furnished,508,57,1
1,0,0,Unfurnished,54,57,2
0,1,0,Semi-Furnished,900,57,2
1,0,0,Unfurnished,610,58,2
1,0,0,Unfurnished,730,58,2
1,0,0,Unfurnished,930,58,2
1,0,0,Unfurnished,950,58,2
1,0,0,Unfurnished,736,58.8,2
1,0,0,Unfurnished,950,59,2
0,1,0,Semi-Furnished,756,59.5,2
1,0,0,Unfurnished,864,59.8,2
1,0,0,Unfurnished,1050,60,2
1,0,0,Unfurnished,1050,60,2
1,0,0,Unfurnished,650,60,1
1,0,0,Unfurnished,650,60,1
1,0,0,Unfurnished,670,60,2
1,0,0,Unfurnished,670,60,2
1,0,0,Unfurnished,750,60,2
1,0,0,Unfurnished,890,60,2
1,0,0,Unfurnished,920,60,2
1,0,0,Unfurnished,945,60,2
1,0,0,Unfurnished,950,60,2
1,0,0,Unfurnished,950,60,2
1,0,0,Unfurnished,590,61.1,1
0,1,0,Semi-Furnished,760,61.1,1
1,0,0,Unfurnished,720,61.2,2
0,1,0,Semi-Furnished,1020,62,2
0,1,0,Semi-Furnished,604,62,2
1,0,0,Unfurnished,630,62,2
1,0,0,Unfurnished,745,62,2
1,0,0,Unfurnished,760,62,2
0,1,0,Semi-Furnished,900,62.1,2
1,0,0,Unfurnished,736,62.2,2
1,0,0,Unfurnished,736,62.2,2
1,0,0,Unfurnished,736,62.2,2
1,0,0,Unfurnished,674,62.6,2
1,0,0,Unfurnished,632,63,2
1,0,0,Unfurnished,740,63,2
1,0,0,Unfurnished,750,63,2
1,0,0,Unfurnished,750,63,2
0,1,0,Semi-Furnished,785,63,2
0,1,0,Semi-Furnished,700,63.5,2
1,0,0,Unfurnished,1050,64,2
1,0,0,Unfurnished,630,64,2
1,0,0,Unfurnished,750,64,2
1,0,0,Unfurnished,1011,65,2
0,1,0,Semi-Furnished,1150,65,2
0,1,0,Semi-Furnished,650,65,2
1,0,0,Unfurnished,67,65,2
0,1,0,Semi-Furnished,680,65,2
1,0,0,Unfurnished,682,65,2
1,0,0,Unfurnished,690,65,2
1,0,0,Unfurnished,700,65,2
1,0,0,Unfurnished,700,65,2
1,0,0,Unfurnished,705,65,2
1,0,0,Unfurnished,720,65,2
1,0,0,Unfurnished,723,65,2
0,1,0,Semi-Furnished,725,65,2
0,1,0,Semi-Furnished,745,65,2
1,0,0,Unfurnished,770,65,2
1,0,0,Unfurnished,850,65,2
1,0,0,Unfurnished,950,65,2
1,0,0,Unfurnished,955,65,2
0,1,0,Semi-Furnished,980,65,2
0,0,1,Furnished,770,65.1,2
1,0,0,Unfurnished,1200,65.9,2
0,1,0,Semi-Furnished,1006,66,2
0,1,0,Semi-Furnished,1050,66,2
0,1,0,Semi-Furnished,1100,66,2
0,1,0,Semi-Furnished,1100,66,2
1,0,0,Unfurnished,1150,66,2
0,1,0,Semi-Furnished,650,66,2
1,0,0,Unfurnished,654,66,2
1,0,0,Unfurnished,950,66.3,2
1,0,0,Unfurnished,1080,67,2
0,1,0,Semi-Furnished,727,67,2
1,0,0,Unfurnished,740,67,2
1,0,0,Unfurnished,730,67.2,2
1,0,0,Unfurnished,790,67.5,2
0,0,1,Furnished,829,67.5,2
1,0,0,Unfurnished,1040,68,2
0,1,0,Semi-Furnished,1090,68,2
1,0,0,Unfurnished,730,68,2
1,0,0,Unfurnished,810,68,2
1,0,0,Unfurnished,820,68,2
1,0,0,Unfurnished,885,68,2
1,0,0,Unfurnished,910,68,2
1,0,0,Unfurnished,966,68,2
1,0,0,Unfurnished,975,68,2
1,0,0,Unfurnished,770,68.3,2
1,0,0,Unfurnished,955,68.3,2
1,0,0,Unfurnished,1000,69,2
0,1,0,Semi-Furnished,1080,69,2
1,0,0,Unfurnished,1080,69,2
1,0,0,Unfurnished,1100,69,2
1,0,0,Unfurnished,1100,69,2
1,0,0,Unfurnished,1167,69,2
1,0,0,Unfurnished,1200,69,2
1,0,0,Unfurnished,650,69,2
1,0,0,Unfurnished,710,69,2
1,0,0,Unfurnished,711,69,2
0,1,0,Semi-Furnished,715,69,2
1,0,0,Unfurnished,758,69,2
0,1,0,Semi-Furnished,904,69,2
1,0,0,Unfurnished,799,69.3,2
1,0,0,Unfurnished,799,69.3,2
0,0,1,Furnished,858,69.6,2
1,0,0,Unfurnished,1008,70,2
1,0,0,Unfurnished,1100,70,2
1,0,0,Unfurnished,1120,70,2
1,0,0,Unfurnished,1144,70,2
1,0,0,Unfurnished,1160,70,2
0,1,0,Semi-Furnished,1430,70,2
0,1,0,Semi-Furnished,650,70,2
0,1,0,Semi-Furnished,660,70,2
1,0,0,Unfurnished,667,70,2
1,0,0,Unfurnished,700,70,2
0,1,0,Semi-Furnished,710,70,2
1,0,0,Unfurnished,710,70,2
1,0,0,Unfurnished,718,70,2
1,0,0,Unfurnished,740,70,2
1,0,0,Unfurnished,750,70,2
1,0,0,Unfurnished,750,70,2
1,0,0,Unfurnished,757,70,2
1,0,0,Unfurnished,760,70,2
1,0,0,Unfurnished,766,70,2
1,0,0,Unfurnished,766,70,2
1,0,0,Unfurnished,780,70,2
1,0,0,Unfurnished,800,70,2
1,0,0,Unfurnished,800,70,2
1,0,0,Unfurnished,806,70,2
0,1,0,Semi-Furnished,825,70,2
0,1,0,Semi-Furnished,872,70,2
0,0,1,Furnished,725,70.5,2
1,0,0,Unfurnished,745,70.7,2
0,1,0,Semi-Furnished,750,70.7,2
1,0,0,Unfurnished,1234,71,2
1,0,0,Unfurnished,1234,71,2
1,0,0,Unfurnished,1234,71,2
0,1,0,Semi-Furnished,1234,71,2
1,0,0,Unfurnished,730,71,2
1,0,0,Unfurnished,730,71,2
1,0,0,Unfurnished,731,71,2
1,0,0,Unfurnished,740,71,2
1,0,0,Unfurnished,751,71,2
1,0,0,Unfurnished,761,71,2
0,1,0,Semi-Furnished,900,71,2
1,0,0,Unfurnished,1040,72,2
0,1,0,Semi-Furnished,1053,72,2
1,0,0,Unfurnished,1106,72,2
1,0,0,Unfurnished,1200,72,2
1,0,0,Unfurnished,1234,72,2
1,0,0,Unfurnished,543,72,2
1,0,0,Unfurnished,709,72,2
1,0,0,Unfurnished,727,72,2
1,0,0,Unfurnished,734,72,2
1,0,0,Unfurnished,740,72,2
1,0,0,Unfurnished,744,72,2
1,0,0,Unfurnished,747,72,2
1,0,0,Unfurnished,754,72,2
1,0,0,Unfurnished,770,72,2
1,0,0,Unfurnished,777,72,2
1,0,0,Unfurnished,791,72,2
0,1,0,Semi-Furnished,841,72,2
0,1,0,Semi-Furnished,850,72,2
0,1,0,Semi-Furnished,794,72.8,2
1,0,0,Unfurnished,1026,73,2
1,0,0,Unfurnished,702,73,2
1,0,0,Unfurnished,760,73,2
0,1,0,Semi-Furnished,800,73,2
1,0,0,Unfurnished,800,73,2
0,1,0,Semi-Furnished,800,73,2
1,0,0,Unfurnished,808,73,2
0,1,0,Semi-Furnished,904,73,2
0,1,0,Semi-Furnished,749,73.1,2
1,0,0,Unfurnished,1071,73.5,2
1,0,0,Unfurnished,980,73.6,2
0,1,0,Semi-Furnished,723,73.7,2
1,0,0,Unfurnished,750,73.8,2
1,0,0,Unfurnished,1050,74,2
0,1,0,Semi-Furnished,1150,74,2
1,0,0,Unfurnished,740,74,2
1,0,0,Unfurnished,741,74,2
1,0,0,Unfurnished,750,74,2
1,0,0,Unfurnished,751,74,2
1,0,0,Unfurnished,809,74,2
1,0,0,Unfurnished,772,74.3,2
1,0,0,Unfurnished,972,74.4,2
1,0,0,Unfurnished,874,74.5,2
1,0,0,Unfurnished,915,74.7,2
1,0,0,Unfurnished,1241,74.8,2
0,1,0,Semi-Furnished,1015,75,2
1,0,0,Unfurnished,1040,75,2
1,0,0,Unfurnished,1100,75,2
1,0,0,Unfurnished,1125,75,2
1,0,0,Unfurnished,605,75,2
1,0,0,Unfurnished,628,75,2
0,1,0,Semi-Furnished,630,75,2
1,0,0,Unfurnished,635,75,2
1,0,0,Unfurnished,640,75,2
1,0,0,Unfurnished,645,75,2
0,1,0,Semi-Furnished,680,75,2
1,0,0,Unfurnished,692,75,2
0,1,0,Semi-Furnished,702,75,2
1,0,0,Unfurnished,717,75,2
1,0,0,Unfurnished,720,75,2
1,0,0,Unfurnished,725,75,2
1,0,0,Unfurnished,727,75,2
1,0,0,Unfurnished,730,75,2
1,0,0,Unfurnished,730,75,2
0,1,0,Semi-Furnished,733,75,2
1,0,0,Unfurnished,745,75,2
1,0,0,Unfurnished,748,75,2
1,0,0,Unfurnished,748,75,2
1,0,0,Unfurnished,748,75,2
1,0,0,Unfurnished,748,75,2
1,0,0,Unfurnished,750,75,2
0,1,0,Semi-Furnished,750,75,2
1,0,0,Unfurnished,750,75,2
0,1,0,Semi-Furnished,750,75,2
1,0,0,Unfurnished,750,75,2
1,0,0,Unfurnished,751,75,2
1,0,0,Unfurnished,755,75,2
0,1,0,Semi-Furnished,755,75,2
0,1,0,Semi-Furnished,777,75,2
1,0,0,Unfurnished,778,75,2
1,0,0,Unfurnished,780,75,2
1,0,0,Unfurnished,791,75,2
1,0,0,Unfurnished,793,75,2
1,0,0,Unfurnished,798,75,2
1,0,0,Unfurnished,800,75,2
1,0,0,Unfurnished,800,75,2
1,0,0,Unfurnished,802,75,2
1,0,0,Unfurnished,823,75,2
0,1,0,Semi-Furnished,825,75,2
1,0,0,Unfurnished,840,75,2
0,1,0,Semi-Furnished,850,75,2
0,1,0,Semi-Furnished,850,75,2
0,1,0,Semi-Furnished,880,75,2
1,0,0,Unfurnished,885,75,3
0,0,1,Furnished,950,75,2
0,0,1,Furnished,781,75.3,2
1,0,0,Unfurnished,740,75.5,2
1,0,0,Unfurnished,760,75.5,2
1,0,0,Unfurnished,827,75.5,2
1,0,0,Unfurnished,860,75.5,2
0,1,0,Semi-Furnished,1100,76,2
0,1,0,Semi-Furnished,1156,76,2
0,1,0,Semi-Furnished,1195,76,2
1,0,0,Unfurnished,692,76,2
1,0,0,Unfurnished,730,76,2
1,0,0,Unfurnished,744,76,2
1,0,0,Unfurnished,753,76,2
1,0,0,Unfurnished,758,76,2
0,1,0,Semi-Furnished,785,76,2
0,1,0,Semi-Furnished,797,76,2
1,0,0,Unfurnished,800,76,2
1,0,0,Unfurnished,800,76,2
1,0,0,Unfurnished,804,76,2
1,0,0,Unfurnished,978,76,2
1,0,0,Unfurnished,738,76.5,2
0,1,0,Semi-Furnished,778,76.5,2
1,0,0,Unfurnished,791,76.5,2
0,1,0,Semi-Furnished,1030,77,2
1,0,0,Unfurnished,1058,77,2
1,0,0,Unfurnished,1058,77,2
1,0,0,Unfurnished,1100,77,2
