Unfurnished,Semi-Furnished,Furnished,Area_sqft,Price,BHK
0,1,0,840,71,1
1,0,0,838,105,2
1,0,0,838,99.8,2
1,0,0,838,95,2
1,0,0,838,100,2
1,0,0,838,100,2
1,0,0,838,105,2
1,0,0,838,95,2
1,0,0,838,100,2
1,0,0,838,102,2
1,0,0,838,95,2
1,0,0,838,95,2
1,0,0,838,95,2
1,0,0,838,97,2
1,0,0,838,105,2
1,0,0,838,100,2
1,0,0,838,105,2
1,0,0,838,99,2
1,0,0,838,100,2
0,1,0,838,90,2
0,1,0,838,99.8,2
0,1,0,838,85,2
1,0,0,832,98,2
1,0,0,830,95,2
1,0,0,830,115,2
1,0,0,828,84,2
1,0,0,828,86.5,2
0,1,0,825,76,2
0,0,1,821,79.1,2
1,0,0,820,99.8,2
0,1,0,820,82,2
0,1,0,820,84,2
1,0,0,815,90,2
1,0,0,810,75,2
0,1,0,806,80.5,2
1,0,0,800,85,2
1,0,0,800,75,2
1,0,0,800,79.2,2
1,0,0,800,78,2
1,0,0,800,90,2
1,0,0,800,92,2
1,0,0,799,85,2
1,0,0,798,82,2
1,0,0,798,83.5,2
1,0,0,796,90,2
0,1,0,791,75,2
1,0,0,790,92,2
1,0,0,790,81.8,2
1,0,0,790,84.5,2
1,0,0,789,90,2
1,0,0,788,89,2
1,0,0,788,94,2
1,0,0,788,85,2
1,0,0,788,92.5,2
1,0,0,788,85,2
1,0,0,788,91,2
1,0,0,788,85,2
1,0,0,788,96,2
1,0,0,788,91,2
1,0,0,788,81,2
1,0,0,788,91,2
0,1,0,788,90.5,2
1,0,0,786,96,2
1,0,0,780,102,2
1,0,0,780,111,2
1,0,0,780,105,2
1,0,0,780,115,2
1,0,0,780,112,2
1,0,0,780,100,2
1,0,0,780,121,2
1,0,0,778,98,2
1,0,0,778,87,2
1,0,0,775,77,2
1,0,0,770,81.5,2
1,0,0,769,94.2,2
1,0,0,763,86,2
1,0,0,761,92,2
1,0,0,759,98,2
1,0,0,759,85,2
1,0,0,7500,1350,5
1,0,0,750,93,2
1,0,0,750,95,2
1,0,0,750,92,2
1,0,0,750,88,2
1,0,0,748,93,2
1,0,0,748,85,2
1,0,0,748,92,2
1,0,0,748,93,2
1,0,0,748,93,2
1,0,0,740,85,2
1,0,0,735,87,2
1,0,0,730,85,2
1,0,0,730,82,2
1,0,0,730,86,2
0,1,0,720,80,2
1,0,0,704,93,2
1,0,0,704,83,2
1,0,0,7033,1400,5
1,0,0,7033,1400,5
1,0,0,7033,1242,5
1,0,0,700,82,2
0,1,0,700,75,2
0,1,0,700,76,2
0,1,0,700,84.6,2
0,1,0,700,73,2
1,0,0,691,58.6,2
1,0,0,690,58,2
0,1,0,690,64,2
0,1,0,685,85,2
1,0,0,680,58,1
1,0,0,675,50,1
1,0,0,675,50,1
1,0,0,675,50,1
1,0,0,675,50,1
0,1,0,670,45.5,1
1,0,0,666,62,2
1,0,0,660,60,1
1,0,0,657,56,1
1,0,0,650,45,1
0,0,1,650,79,2
1,0,0,645,45,1
0,0,1,645,46,1
0,1,0,640,59.2,2
0,1,0,636,44,1
1,0,0,625,45,1
0,1,0,625,44,1
0,1,0,625,63.2,2
0,0,1,620,80,2
1,0,0,600,45,1
1,0,0,588,42,1
0,0,1,5850,615,4
1,0,0,5800,625,5
0,1,0,5740,1245,5
1,0,0,560,51.3,1
1,0,0,560,63,1
0,0,1,560,54.6,1
0,1,0,525,52,1
0,0,1,5150,721,4
1,0,0,5000,599,5
0,1,0,5000,1400,5
1,0,0,500,62,1
0,1,0,4600,900,4
1,0,0,460,57,1
1,0,0,4500,900,4
0,1,0,4500,900,4
0,1,0,450,46,1
0,1,0,450,45,1
1,0,0,440,52,1
0,1,0,4300,1500,5
0,1,0,4250,475,4
0,1,0,4250,495,4
0,1,0,4250,500,4
0,1,0,4250,509,4
1,0,0,420,52,1
0,1,0,420,50,1
0,0,1,4000,745,4
0,1,0,3476,445,4
1,0,0,3407,900,4
1,0,0,3400,950,4
0,0,1,3400,800,4
0,1,0,3310,465,4
1,0,0,3300,900,4
1,0,0,3200,400,4
1,0,0,3200,430,4
1,0,0,3200,450,4
1,0,0,3200,470,4
0,1,0,3200,400,4
1,0,0,3175,435,4
0,1,0,3144,600,5
0,1,0,3100,750,5
0,0,1,3100,800,4
1,0,0,3000,580,4
0,0,1,2995,580,5
1,0,0,2868,410,4
0,0,1,2800,500,4
1,0,0,2700,490,4
0,1,0,2700,400,4
0,1,0,2700,390,4
0,1,0,2700,470,4
0,0,1,2700,400,4
0,0,1,2700,400,4
1,0,0,2650,360,5
0,1,0,2650,475,5
0,0,1,2650,285,4
0,0,1,2650,290,4
0,0,1,2650,289,4
1,0,0,2600,470,4
1,0,0,2600,450,4
0,1,0,2600,465,4
0,1,0,2600,485,4
0,1,0,2600,500,4
0,0,1,2600,315,6
1,0,0,2550,500,4
0,0,1,2550,329,4
0,1,0,2521,450,4
0,0,1,2510,310,6
0,1,0,2500,450,4
0,0,1,2500,325,4
0,0,1,2500,295,6
0,0,1,2500,330,4
0,1,0,2490,460,4
1,0,0,2486,460,4
1,0,0,2486,443,4
0,1,0,2485,406,4
1,0,0,2450,465,4
1,0,0,2450,465,5
1,0,0,2450,475,4
0,1,0,2450,465,4
1,0,0,2448,392,5
0,0,1,2442,435,4
0,1,0,2427,465,4
1,0,0,2425,475,4
1,0,0,2400,414,4
1,0,0,2400,360,4
1,0,0,2400,450,5
0,1,0,2367,450,4
1,0,0,2363,260,3
0,1,0,2342,435,4
0,1,0,2342,435,4
1,0,0,2265,385,5
0,1,0,2245,350,4
1,0,0,2240,410,4
1,0,0,2235,237,4
1,0,0,2234,224,4
1,0,0,2200,250,3
0,1,0,2200,220,3
0,1,0,2200,200,3
0,1,0,2200,325,4
0,1,0,2200,270,5
0,0,1,2200,425,4
1,0,0,2184,275,4
1,0,0,2180,259,4
1,0,0,2162,245,4
1,0,0,2162,259,4
1,0,0,2162,278,4
1,0,0,2162,263,4
1,0,0,2162,260,4
1,0,0,2162,270,4
1,0,0,2162,226,3
1,0,0,2162,260,4
0,0,1,2153,390,4
1,0,0,2150,268,4
1,0,0,2143,247,4
1,0,0,2113,268,4
1,0,0,2113,230,4
1,0,0,2113,270,5
1,0,0,2113,255,4
1,0,0,2100,267,4
1,0,0,2100,265,4
1,0,0,2100,260,4
1,0,0,2100,259,4
1,0,0,2096,275,4
1,0,0,2096,257,5
1,0,0,2096,275,4
1,0,0,2096,260,4
1,0,0,2096,260,4
1,0,0,2060,273,4
1,0,0,2010,165,3
1,0,0,2010,163,3
0,1,0,2009,350,4
1,0,0,2000,243,3
1,0,0,2000,205,3
0,0,1,2000,300,3
0,0,1,2000,299,3
0,1,0,1967,262,3
1,0,0,1952,250,4
1,0,0,1950,259,4
0,1,0,1950,225,4
1,0,0,1947,250,3
1,0,0,1932,210,3
1,0,0,1932,254,3
1,0,0,1915,325,3
1,0,0,1900,350,3
0,1,0,1900,225,4
1,0,0,1860,225,4
0,1,0,1857,235,4
1,0,0,1841,249,4
1,0,0,1840,237,4
0,1,0,1840,249,4
1,0,0,1802,245,4
1,0,0,1802,245,4
0,1,0,1802,252,4
1,0,0,1800,325,3
1,0,0,1800,240,4
1,0,0,1800,264,4
1,0,0,1800,240,4
1,0,0,1800,275,3
1,0,0,1800,280,3
1,0,0,1800,275,3
1,0,0,1800,250,4
1,0,0,1800,200,4
1,0,0,1800,245,4
0,1,0,1800,260,4
0,1,0,1800,225,3
0,1,0,1775,250,3
1,0,0,1755,250,3
1,0,0,1750,240,4
1,0,0,1750,250,3
1,0,0,1750,265,3
1,0,0,1750,285,4
1,0,0,1750,240,3
1,0,0,1750,267,4
1,0,0,1750,277,4
1,0,0,1750,247,3
0,1,0,1750,252,4
0,1,0,1750,275,3
0,1,0,1750,252,4
0,1,0,1750,257,3
0,0,1,1750,230,3
0,0,1,1750,265,4
1,0,0,1742,280,4
1,0,0,1737,255,4
1,0,0,1737,260,4
1,0,0,1737,237,4
1,0,0,1737,229,4
0,1,0,1737,238,4
0,1,0,1737,227,4
0,1,0,1737,242,4
0,0,1,1737,237,4
1,0,0,1733,240,4
1,0,0,1733,255,4
0,1,0,1731,240,4
1,0,0,1726,245,4
0,0,1,1723,200,4
1,0,0,1711,266,4
1,0,0,1711,262,4
1,0,0,1711,240,4
0,1,0,1711,249,4
1,0,0,1710,175,3
1,0,0,1702,255,4
1,0,0,1702,251,4
1,0,0,1702,250,4
1,0,0,1701,162,3
1,0,0,1700,165,3
1,0,0,1700,230,4
1,0,0,1700,250,4
0,1,0,1700,225,3
1,0,0,1695,250,4
1,0,0,1695,250,4
1,0,0,1695,245,4
1,0,0,1695,245,4
1,0,0,1680,248,4
1,0,0,1680,245,4
1,0,0,1680,245,4
1,0,0,1680,240,4
0,1,0,1680,180,4
0,1,0,1680,179,4
1,0,0,1673,206,4
1,0,0,1655,140,3
1,0,0,1650,105,3
1,0,0,1650,307,3
1,0,0,1650,310,3
1,0,0,1650,290,3
0,1,0,1650,107,3
0,1,0,1650,105,3
0,1,0,1650,179,4
1,0,0,1630,255,4
1,0,0,1630,309,3
1,0,0,1625,285,3
0,1,0,1625,237,4
1,0,0,1620,140,3
0,1,0,1620,233,4
1,0,0,1616,225,4
1,0,0,1613,220,4
1,0,0,1613,231,4
1,0,0,1613,220,4
1,0,0,1613,245,4
1,0,0,1613,265,4
1,0,0,1613,219,4
1,0,0,1613,225,4
1,0,0,1613,235,4
1,0,0,1613,245,4
1,0,0,1613,247,4
1,0,0,1613,220,4
1,0,0,1613,245,4
1,0,0,1613,231,4
1,0,0,1613,245,4
1,0,0,1613,245,4
0,1,0,1613,230,4
0,1,0,1613,230,4
0,1,0,1613,245,4
1,0,0,1600,220,4
1,0,0,1600,175,3
1,0,0,1600,140,3
1,0,0,1600,225,4
1,0,0,1600,150,3
1,0,0,1576,216,3
1,0,0,1550,197,3
1,0,0,1550,190,3
1,0,0,1530,260,3
1,0,0,1518,180,4
0,0,1,1503,210,3
1,0,0,1500,220,3
1,0,0,1500,219,4
1,0,0,1500,145,3
1,0,0,1500,220,3
1,0,0,1500,146,3
0,1,0,1500,145,3
1,0,0,1476,195,3
1,0,0,1469,175,3
1,0,0,1460,195,4
1,0,0,1458,209,3
1,0,0,1450,210,3
1,0,0,1450,193,3
1,0,0,1450,185,3
0,1,0,1450,155,3
1,0,0,1445,215,3
0,1,0,1445,150,3
1,0,0,1438,189,3
0,1,0,1438,209,3
1,0,0,1434,185,3
1,0,0,1428,232,3
1,0,0,1428,244,3
0,1,0,1423,195,3
1,0,0,1418,165,3
1,0,0,1400,165,3
1,0,0,1400,165,3
1,0,0,1400,165,3
0,0,1,1400,200,3
0,0,1,1400,200,3
1,0,0,1397,145,3
1,0,0,1390,178,3
1,0,0,1386,185,3
1,0,0,1386,169,3
0,1,0,1380,230,3
0,1,0,1378,164,3
1,0,0,1375,205,3
1,0,0,1374,195,3
1,0,0,1374,190,3
1,0,0,1374,195,3
0,1,0,1374,155,3
1,0,0,1371,167,3
1,0,0,1371,190,3
1,0,0,1371,184,3
1,0,0,1371,184,3
1,0,0,1371,199,3
0,1,0,1371,181,3
1,0,0,1370,180,3
1,0,0,1370,165,3
1,0,0,1364,210,3
1,0,0,1361,190,3
1,0,0,1361,190,3
1,0,0,1361,175,3
1,0,0,1361,160,3
1,0,0,1361,190,3
0,1,0,1361,165,3
1,0,0,1358,172,3
1,0,0,1350,165,3
1,0,0,1350,190,3
1,0,0,1350,171,3
1,0,0,1350,179,3
1,0,0,1350,198,3
1,0,0,1350,191,3
1,0,0,1350,181,3
1,0,0,1350,185,3
1,0,0,1350,166,3
1,0,0,1350,166,3
1,0,0,1350,162,3
1,0,0,1350,190,3
0,0,1,1350,225,3
0,0,1,1350,222,3
0,0,1,1350,222,3
0,1,0,1345,185,3
1,0,0,1335,169,3
0,1,0,1335,191,3
0,1,0,1335,190,3
1,0,0,1330,180,3
1,0,0,1325,190,3
1,0,0,1320,185,3
0,0,1,1320,164,3
0,0,1,1317,101,2
1,0,0,1300,150,3
1,0,0,1300,169,3
1,0,0,1300,170,3
1,0,0,1300,200,3
1,0,0,1300,180,3
1,0,0,1300,150,3
1,0,0,1300,165,3
1,0,0,1300,195,3
0,1,0,1300,180,3
0,1,0,1300,170,3
0,1,0,1300,175,3
0,1,0,1300,160,3
0,1,0,1300,130,3
0,0,1,1300,178,3
0,0,1,1300,200,4
0,0,1,1300,190,3
1,0,0,1297,152,3
1,0,0,1296,120,3
1,0,0,1296,142,3
1,0,0,1296,120,3
1,0,0,1290,95,2
0,1,0,1290,135,3
1,0,0,1284,140,3
1,0,0,1280,138,3
0,1,0,1280,145,3
0,0,1,1280,180,3
0,0,1,1280,180,3
0,0,1,1280,170,3
0,0,1,1280,110,2
0,0,1,1280,178,3
0,0,1,1280,168,3
1,0,0,1278,134,3
1,0,0,1271,149,3
1,0,0,1271,171,3
1,0,0,1270,165,3
1,0,0,1270,188,3
1,0,0,1270,130,3
0,1,0,1270,165,3
1,0,0,1263,160,3
1,0,0,1263,138,3
1,0,0,1260,185,3
1,0,0,1260,170,3
1,0,0,1260,181,3
1,0,0,1260,92,2
1,0,0,1260,165,3
1,0,0,1260,151,3
1,0,0,1260,172,3
1,0,0,1260,150,3
1,0,0,1260,195,3
0,1,0,1260,175,3
0,1,0,1260,149,3
0,1,0,1258,190,3
1,0,0,1255,160,3
1,0,0,1255,155,3
1,0,0,1250,165,3
1,0,0,1250,140,3
1,0,0,1250,135,3
1,0,0,1250,150,3
1,0,0,1250,125,3
1,0,0,1250,150,3
1,0,0,1250,140,3
1,0,0,1249,156,3
1,0,0,1246,136,3
1,0,0,1245,185,3
0,0,1,1245,167,3
1,0,0,1225,155,3
0,0,1,1225,185,3
1,0,0,1217,137,3
1,0,0,1216,158,3
1,0,0,1215,145,3
1,0,0,1215,165,3
1,0,0,1215,157,3
1,0,0,1214,156,3
1,0,0,1213,140,3
1,0,0,1213,145,3
1,0,0,1213,132,3
1,0,0,1213,155,3
1,0,0,1213,137,3
1,0,0,1213,130,3
1,0,0,1213,133,3
1,0,0,1213,155,3
1,0,0,1213,150,3
1,0,0,1213,155,3
1,0,0,1213,155,3
1,0,0,1213,145,3
1,0,0,1213,150,3
1,0,0,1213,150,3
1,0,0,1213,130,3
1,0,0,1213,138,3
1,0,0,1213,155,3
0,1,0,1213,168,3
1,0,0,1210,177,3
1,0,0,1208,146,3
1,0,0,1206,121,3
1,0,0,1200,150,3
1,0,0,1200,120,3
1,0,0,1200,195,3
1,0,0,1200,168,3
1,0,0,1200,95,2
1,0,0,1200,86,2
1,0,0,1200,140,3
1,0,0,1200,155,3
1,0,0,1200,170,3
1,0,0,1200,166,3
0,1,0,1200,171,3
0,0,1,1200,150,3
1,0,0,1197,176,3
1,0,0,1190,172,3
1,0,0,1190,185,3
1,0,0,1190,158,3
1,0,0,1190,162,3
1,0,0,1190,153,3
1,0,0,1190,150,3
0,1,0,1190,167,3
1,0,0,1189,160,3
1,0,0,1180,73,2
1,0,0,1180,74,2
1,0,0,1180,175,3
1,0,0,1178,160,3
1,0,0,1178,171,3
0,1,0,1178,174,3
0,1,0,1178,170,3
1,0,0,1177,149,3
1,0,0,1175,124,3
1,0,0,1175,135,3
1,0,0,1172,120,3
1,0,0,1172,139,3
1,0,0,1170,124,3
1,0,0,1170,159,3
1,0,0,1168,250,4
1,0,0,1160,169,3
0,0,1,1160,175,3
1,0,0,1150,150,3
1,0,0,1150,142,3
1,0,0,1150,72,2
1,0,0,1150,72,2
1,0,0,1150,160,3
1,0,0,1150,157,3
1,0,0,1150,159,3
1,0,0,1150,185,3
0,1,0,1150,74.5,2
0,1,0,1150,73,2
0,1,0,1150,155,3
0,1,0,1150,125,3
0,1,0,1150,145,3
0,0,1,1150,181,3
0,0,1,1150,158,3
1,0,0,1142,140,3
1,0,0,1141,170,3
1,0,0,1141,139,3
1,0,0,1141,170,3
1,0,0,1141,135,3
1,0,0,1141,165,3
1,0,0,1141,160,3
1,0,0,1141,145,3
1,0,0,1141,150,3
1,0,0,1141,135,3
1,0,0,1141,149,3
1,0,0,1141,150,3
0,1,0,1141,147,3
1,0,0,1136,180,3
1,0,0,1135,150,3
0,1,0,1134,135,3
1,0,0,1130,175,3
1,0,0,1130,167,3
1,0,0,1130,175,3
0,1,0,1130,152,3
1,0,0,1125,150,3
1,0,0,1125,138,3
1,0,0,1125,149,3
1,0,0,1125,138,3
1,0,0,1120,82.9,2
1,0,0,1120,118,3
1,0,0,1120,120,3
1,0,0,1119,130,3
1,0,0,1110,109,3
0,1,0,1103,122,3
1,0,0,1102,125,3
1,0,0,1100,151,3
1,0,0,1100,139,3
1,0,0,1100,150,3
1,0,0,1100,167,3
1,0,0,1100,75,2
1,0,0,1100,122,3
1,0,0,1100,135,3
1,0,0,1100,102,3
0,1,0,1100,81,2
0,1,0,1100,70,2
0,1,0,1100,130,3
0,1,0,1100,130,3
0,0,1,1100,150,3
0,0,1,1100,140,3
1,0,0,1097,132,3
1,0,0,1095,135,3
1,0,0,1091,123,3
1,0,0,1090,129,3
1,0,0,1090,125,3
1,0,0,1090,120,3
1,0,0,1090,129,3
1,0,0,1090,129,3
1,0,0,1090,132,3
1,0,0,1090,168,3
1,0,0,1090,132,3
1,0,0,1090,122,3
1,0,0,1085,125,3
1,0,0,1084,106,3
1,0,0,1084,130,3
1,0,0,1083,128,3
1,0,0,1083,120,3
1,0,0,1083,125,3
1,0,0,1083,120,3
1,0,0,1080,165,3
1,0,0,1080,135,3
1,0,0,1080,160,3
1,0,0,1080,132,3
1,0,0,1080,144,3
0,0,1,1078,98,2
1,0,0,1077,138,3
1,0,0,1076,119,3
1,0,0,1075,132,3
0,1,0,1075,131,3
1,0,0,1073,132,3
1,0,0,1073,128,3
1,0,0,1073,122,3
1,0,0,1073,125,3
1,0,0,1073,120,3
1,0,0,1072,132,3
1,0,0,1067,150,3
1,0,0,1067,150,3
1,0,0,1065,102,3
1,0,0,1060,73,2
0,1,0,1058,128,3
1,0,0,1057,133,3
1,0,0,1051,74,2
1,0,0,1050,145,3
1,0,0,1050,82,2
1,0,0,1050,115,3
1,0,0,1050,145,3
1,0,0,1049,72,2
1,0,0,1049,72,2
1,0,0,1048,73,2
1,0,0,1048,75,2
1,0,0,1048,75,2
0,1,0,1048,75,2
1,0,0,1046,70.1,2
1,0,0,1037,122,3
1,0,0,1037,122,3
0,1,0,1037,128,3
1,0,0,1036,111,3
1,0,0,1035,93,2
0,0,1,1035,170,2
1,0,0,1025,90,2
1,0,0,1024,90,2
1,0,0,1017,120,3
0,1,0,1016,159,3
1,0,0,1004,113,2
1,0,0,1004,120,2
0,1,0,1002,160,3
1,0,0,1000,100,2
1,0,0,1000,127,3
1,0,0,1000,110,2
1,0,0,1000,115,3
1,0,0,1000,100,2
1,0,0,1000,110,3
