Unfurnished,Semi-Furnished,Furnished,Furnishing,Area_sqft,Rent,BHK
1,0,0,Unfurnished,550,26000,1
0,1,0,Semi-Furnished,550,26000,1
1,0,0,Unfurnished,550,9300,1
0,1,0,Semi-Furnished,550,24000,1
0,1,0,Semi-Furnished,560,18000,1
1,0,0,Unfurnished,560,22000,1
1,0,0,Unfurnished,580,20000,1
0,0,1,Furnished,580,26000,1
0,1,0,Semi-Furnished,600,15000,1
0,1,0,Semi-Furnished,600,16000,1
0,1,0,Semi-Furnished,600,18000,1
0,1,0,Semi-Furnished,600,17000,1
1,0,0,Unfurnished,601,12000,1
0,1,0,Semi-Furnished,605,14000,1
0,1,0,Semi-Furnished,620,20000,1
0,1,0,Semi-Furnished,635,20000,2
0,0,1,Furnished,644,10000,1
0,0,1,Furnished,644,10000,1
0,0,1,Furnished,644,10000,1
0,0,1,Furnished,644,10000,1
0,0,1,Furnished,644,10000,1
0,0,1,Furnished,644,10000,1
0,0,1,Furnished,650,36000,2
0,0,1,Furnished,650,19800,1
1,0,0,Unfurnished,650,25000,1
1,0,0,Unfurnished,650,25000,2
0,0,1,Furnished,650,10000,1
0,1,0,Semi-Furnished,650,22000,1
1,0,0,Unfurnished,651,17000,1
1,0,0,Unfurnished,680,18000,1
0,0,1,Furnished,700,30000,2
0,1,0,Semi-Furnished,700,36000,2
0,0,1,Furnished,700,40000,2
0,0,1,Furnished,700,40000,2
0,1,0,Semi-Furnished,700,38000,2
0,1,0,Semi-Furnished,700,12000,1
0,1,0,Semi-Furnished,700,28000,2
0,0,1,Furnished,700,7000,1
0,1,0,Semi-Furnished,700,27000,2
1,0,0,Unfurnished,700,26000,2
0,1,0,Semi-Furnished,720,35000,2
1,0,0,Unfurnished,720,32000,2
1,0,0,Unfurnished,720,32000,2
1,0,0,Unfurnished,723,30000,2
0,0,1,Furnished,726,42000,2
0,1,0,Semi-Furnished,729,35000,2
0,1,0,Semi-Furnished,730,33000,2
1,0,0,Unfurnished,730,33000,2
0,0,1,Furnished,730,45000,2
0,1,0,Semi-Furnished,732,35000,2
0,1,0,Semi-Furnished,732,42000,2
0,1,0,Semi-Furnished,732,40000,2
1,0,0,Unfurnished,733,28000,2
1,0,0,Unfurnished,740,33000,2
0,1,0,Semi-Furnished,740,33000,2
0,1,0,Semi-Furnished,740,33000,2
1,0,0,Unfurnished,740,32000,2
0,1,0,Semi-Furnished,740,32000,2
1,0,0,Unfurnished,740,32000,2
0,1,0,Semi-Furnished,740,36000,2
0,1,0,Semi-Furnished,740,36000,2
1,0,0,Unfurnished,740,31000,2
0,0,1,Furnished,740,44000,2
0,0,1,Furnished,743,45000,2
0,1,0,Semi-Furnished,744,33000,2
0,1,0,Semi-Furnished,745,31000,2
1,0,0,Unfurnished,750,35000,2
0,1,0,Semi-Furnished,750,35000,2
0,1,0,Semi-Furnished,750,35000,2
0,0,1,Furnished,750,35000,2
1,0,0,Unfurnished,750,35000,2
1,0,0,Unfurnished,750,35000,2
0,1,0,Semi-Furnished,750,33000,2
0,1,0,Semi-Furnished,750,33000,2
1,0,0,Unfurnished,750,33000,2
1,0,0,Unfurnished,750,30000,2
0,0,1,Furnished,750,30000,2
0,0,1,Furnished,750,45000,2
0,0,1,Furnished,750,42000,2
0,0,1,Furnished,750,34000,2
0,1,0,Semi-Furnished,750,32000,2
0,1,0,Semi-Furnished,750,32000,2
0,1,0,Semi-Furnished,750,32000,2
0,1,0,Semi-Furnished,750,32000,2
1,0,0,Unfurnished,750,36000,2
0,0,1,Furnished,750,20000,1
0,0,1,Furnished,750,40000,2
0,1,0,Semi-Furnished,750,40000,2
1,0,0,Unfurnished,750,28000,2
0,1,0,Semi-Furnished,750,28000,2
0,0,1,Furnished,750,18000,1
0,1,0,Semi-Furnished,750,27000,2
1,0,0,Unfurnished,750,22000,2
1,0,0,Unfurnished,751,34000,2
1,0,0,Unfurnished,755,30000,2
1,0,0,Unfurnished,755,30000,2
0,0,1,Furnished,755,45000,2
1,0,0,Unfurnished,755,42000,2
0,1,0,Semi-Furnished,755,32000,2
0,1,0,Semi-Furnished,757,35000,2
0,1,0,Semi-Furnished,760,35000,2
0,1,0,Semi-Furnished,760,33000,2
1,0,0,Unfurnished,760,30000,2
0,1,0,Semi-Furnished,760,31000,2
1,0,0,Unfurnished,761,34000,2
0,0,1,Furnished,763,45000,2
0,0,1,Furnished,763,44000,2
1,0,0,Unfurnished,768,35000,2
0,1,0,Semi-Furnished,768,30000,2
0,1,0,Semi-Furnished,768,32000,2
0,1,0,Semi-Furnished,768,32000,2
0,1,0,Semi-Furnished,768,36000,2
1,0,0,Unfurnished,775,27000,2
0,0,1,Furnished,779,14000,1
0,1,0,Semi-Furnished,780,33000,2
0,1,0,Semi-Furnished,780,30000,2
1,0,0,Unfurnished,780,30000,2
0,0,1,Furnished,780,45000,2
0,0,1,Furnished,780,45000,2
0,1,0,Semi-Furnished,780,32000,2
1,0,0,Unfurnished,780,36000,2
0,0,1,Furnished,783,33000,2
0,1,0,Semi-Furnished,783,36000,2
1,0,0,Unfurnished,785,30000,2
0,1,0,Semi-Furnished,790,35000,2
0,1,0,Semi-Furnished,790,35000,2
0,1,0,Semi-Furnished,790,35000,2
1,0,0,Unfurnished,790,33000,2
0,0,1,Furnished,790,45000,2
1,0,0,Unfurnished,790,32000,2
1,0,0,Unfurnished,790,32000,2
0,1,0,Semi-Furnished,790,36000,2
0,1,0,Semi-Furnished,790,28000,2
0,1,0,Semi-Furnished,790,28000,2
0,1,0,Semi-Furnished,790,28000,2
0,1,0,Semi-Furnished,790,28000,2
0,1,0,Semi-Furnished,790,28000,2
0,1,0,Semi-Furnished,790,28000,2
0,1,0,Semi-Furnished,794,35000,2
1,0,0,Unfurnished,794,35000,2
1,0,0,Unfurnished,794,35000,2
0,0,1,Furnished,794,45000,2
0,0,1,Furnished,794,45000,2
1,0,0,Unfurnished,796,35000,2
1,0,0,Unfurnished,796,36000,2
0,1,0,Semi-Furnished,800,35000,2
0,1,0,Semi-Furnished,800,35000,2
0,1,0,Semi-Furnished,800,35000,2
0,0,1,Furnished,800,35000,2
0,1,0,Semi-Furnished,800,35000,2
0,1,0,Semi-Furnished,800,35000,2
0,1,0,Semi-Furnished,800,35000,2
0,0,1,Furnished,800,35000,2
0,1,0,Semi-Furnished,800,35000,2
0,1,0,Semi-Furnished,800,35000,2
1,0,0,Unfurnished,800,33000,2
0,0,1,Furnished,800,33000,2
1,0,0,Unfurnished,800,33000,2
0,1,0,Semi-Furnished,800,33000,2
0,1,0,Semi-Furnished,800,33000,2
0,1,0,Semi-Furnished,800,30000,2
1,0,0,Unfurnished,800,30000,2
1,0,0,Unfurnished,800,30000,2
0,1,0,Semi-Furnished,800,30000,2
0,1,0,Semi-Furnished,800,30000,2
0,0,1,Furnished,800,45000,2
0,1,0,Semi-Furnished,800,45000,2
0,1,0,Semi-Furnished,800,45000,2
0,0,1,Furnished,800,42000,2
0,0,1,Furnished,800,42000,2
0,0,1,Furnished,800,42000,2
0,1,0,Semi-Furnished,800,34000,2
0,1,0,Semi-Furnished,800,34000,2
0,1,0,Semi-Furnished,800,34000,2
0,0,1,Furnished,800,34000,2
0,1,0,Semi-Furnished,800,34000,2
1,0,0,Unfurnished,800,34000,2
0,1,0,Semi-Furnished,800,32000,2
1,0,0,Unfurnished,800,32000,2
0,1,0,Semi-Furnished,800,32000,2
0,1,0,Semi-Furnished,800,32000,2
0,1,0,Semi-Furnished,800,32000,2
0,1,0,Semi-Furnished,800,32000,2
1,0,0,Unfurnished,800,32000,2
0,1,0,Semi-Furnished,800,32000,2
0,1,0,Semi-Furnished,800,32000,2
1,0,0,Unfurnished,800,32000,2
0,1,0,Semi-Furnished,800,32000,2
0,1,0,Semi-Furnished,800,36000,2
0,1,0,Semi-Furnished,800,40000,2
0,0,1,Furnished,800,40000,2
0,0,1,Furnished,800,40000,2
0,0,1,Furnished,800,40000,2
0,0,1,Furnished,800,40000,2
1,0,0,Unfurnished,800,40000,2
0,0,1,Furnished,800,40000,2
0,1,0,Semi-Furnished,800,38000,2
0,0,1,Furnished,800,38000,2
0,1,0,Semi-Furnished,800,24200,2
0,1,0,Semi-Furnished,800,28000,2
1,0,0,Unfurnished,800,28000,2
0,1,0,Semi-Furnished,800,28000,2
0,0,1,Furnished,800,43000,2
0,0,1,Furnished,800,43000,2
0,0,1,Furnished,800,43000,2
1,0,0,Unfurnished,800,21000,2
0,1,0,Semi-Furnished,800,31000,2
0,1,0,Semi-Furnished,800,31000,2
0,1,0,Semi-Furnished,800,31000,2
0,1,0,Semi-Furnished,800,31000,2
0,0,1,Furnished,800,46000,2
0,1,0,Semi-Furnished,800,25000,2
0,0,1,Furnished,800,44000,2
0,0,1,Furnished,800,44000,2
0,0,1,Furnished,800,44000,2
1,0,0,Unfurnished,800,26000,1
1,0,0,Unfurnished,800,22000,2
0,1,0,Semi-Furnished,806,32000,2
1,0,0,Unfurnished,807,34000,2
0,1,0,Semi-Furnished,808,33000,2
1,0,0,Unfurnished,808,30000,2
1,0,0,Unfurnished,808,36000,2
1,0,0,Unfurnished,808,29100,2
1,0,0,Unfurnished,809,35000,2
1,0,0,Unfurnished,809,34000,2
0,1,0,Semi-Furnished,810,35000,2
1,0,0,Unfurnished,810,45000,2
0,0,1,Furnished,810,42000,2
0,0,1,Furnished,810,40000,2
0,1,0,Semi-Furnished,810,28000,2
0,1,0,Semi-Furnished,810,37000,2
1,0,0,Unfurnished,811,32000,2
1,0,0,Unfurnished,815,35000,2
1,0,0,Unfurnished,815,35000,2
0,0,1,Furnished,815,45000,2
0,1,0,Semi-Furnished,815,34000,2
0,1,0,Semi-Furnished,815,34000,2
1,0,0,Unfurnished,815,32000,2
0,0,1,Furnished,815,40000,2
0,1,0,Semi-Furnished,820,32000,2
0,1,0,Semi-Furnished,820,32000,2
1,0,0,Unfurnished,824,35000,2
1,0,0,Unfurnished,824,35000,2
0,1,0,Semi-Furnished,824,30000,2
0,0,1,Furnished,824,45000,2
0,0,1,Furnished,824,45000,2
0,1,0,Semi-Furnished,824,34000,2
1,0,0,Unfurnished,824,34000,2
0,0,1,Furnished,824,43000,2
1,0,0,Unfurnished,826,35000,2
0,1,0,Semi-Furnished,826,32000,2
0,1,0,Semi-Furnished,830,35000,2
1,0,0,Unfurnished,830,34000,2
0,1,0,Semi-Furnished,830,36000,2
0,0,1,Furnished,830,38000,2
0,0,1,Furnished,830,38000,2
0,1,0,Semi-Furnished,840,32000,2
0,1,0,Semi-Furnished,840,31500,2
0,1,0,Semi-Furnished,842,32000,2
0,1,0,Semi-Furnished,842,27000,2
1,0,0,Unfurnished,846,30000,2
1,0,0,Unfurnished,846,31000,2
0,1,0,Semi-Furnished,850,35000,2
1,0,0,Unfurnished,850,35000,2
1,0,0,Unfurnished,850,35000,2
1,0,0,Unfurnished,850,35000,2
1,0,0,Unfurnished,850,35000,2
0,0,1,Furnished,850,35000,2
1,0,0,Unfurnished,850,35000,2
0,1,0,Semi-Furnished,850,35000,2
0,1,0,Semi-Furnished,850,35000,2
1,0,0,Unfurnished,850,35000,2
1,0,0,Unfurnished,850,35000,2
0,1,0,Semi-Furnished,850,35000,2
1,0,0,Unfurnished,850,35000,2
1,0,0,Unfurnished,850,35000,2
1,0,0,Unfurnished,850,35000,2
1,0,0,Unfurnished,850,35000,2
1,0,0,Unfurnished,850,35000,2
0,0,1,Furnished,850,35000,2
0,1,0,Semi-Furnished,850,35000,2
0,1,0,Semi-Furnished,850,35000,2
1,0,0,Unfurnished,850,35000,2
0,1,0,Semi-Furnished,850,35000,2
0,1,0,Semi-Furnished,850,33000,2
0,1,0,Semi-Furnished,850,33000,2
1,0,0,Unfurnished,850,30000,2
1,0,0,Unfurnished,850,30000,2
1,0,0,Unfurnished,850,30000,2
1,0,0,Unfurnished,850,30000,2
0,1,0,Semi-Furnished,850,30000,2
1,0,0,Unfurnished,850,30000,2
1,0,0,Unfurnished,850,45000,2
0,0,1,Furnished,850,45000,2
0,0,1,Furnished,850,42000,2
1,0,0,Unfurnished,850,42000,2
1,0,0,Unfurnished,850,42000,2
0,0,1,Furnished,850,42000,2
0,0,1,Furnished,850,34000,2
0,1,0,Semi-Furnished,850,34000,2
0,1,0,Semi-Furnished,850,34000,2
0,1,0,Semi-Furnished,850,29000,2
1,0,0,Unfurnished,850,29000,2
1,0,0,Unfurnished,850,32000,2
1,0,0,Unfurnished,850,32000,2
0,1,0,Semi-Furnished,850,32000,2
0,1,0,Semi-Furnished,850,32000,2
1,0,0,Unfurnished,850,32000,2
0,1,0,Semi-Furnished,850,32000,2
0,1,0,Semi-Furnished,850,32000,2
0,1,0,Semi-Furnished,850,32000,2
0,1,0,Semi-Furnished,850,32000,2
0,1,0,Semi-Furnished,850,36000,2
0,1,0,Semi-Furnished,850,36000,2
0,0,1,Furnished,850,55000,2
0,0,1,Furnished,850,40000,2
1,0,0,Unfurnished,850,40000,2
0,1,0,Semi-Furnished,850,40000,2
0,0,1,Furnished,850,38000,2
0,0,1,Furnished,850,38000,2
0,1,0,Semi-Furnished,850,38000,2
1,0,0,Unfurnished,850,28000,2
0,1,0,Semi-Furnished,850,28000,2
0,0,1,Furnished,850,43000,2
1,0,0,Unfurnished,850,31000,2
0,1,0,Semi-Furnished,850,31000,2
0,0,1,Furnished,850,46000,2
1,0,0,Unfurnished,850,27500,2
0,0,1,Furnished,850,37000,2
1,0,0,Unfurnished,850,27000,2
0,1,0,Semi-Furnished,850,27000,2
1,0,0,Unfurnished,855,33000,2
1,0,0,Unfurnished,855,33000,2
0,1,0,Semi-Furnished,855,30000,2
1,0,0,Unfurnished,855,27000,2
1,0,0,Unfurnished,860,30000,2
0,1,0,Semi-Furnished,860,30000,2
1,0,0,Unfurnished,860,30000,2
1,0,0,Unfurnished,860,34000,2
0,1,0,Semi-Furnished,860,34000,2
0,1,0,Semi-Furnished,860,32000,2
0,0,1,Furnished,860,32000,2
0,0,1,Furnished,860,36000,2
0,0,1,Furnished,860,40000,2
0,1,0,Semi-Furnished,860,46000,2
0,0,1,Furnished,865,40000,2
1,0,0,Unfurnished,870,35000,2
1,0,0,Unfurnished,870,33000,2
1,0,0,Unfurnished,870,34000,2
1,0,0,Unfurnished,870,34000,2
1,0,0,Unfurnished,870,32000,2
1,0,0,Unfurnished,870,32000,2
0,0,1,Furnished,875,40000,2
0,0,1,Furnished,880,40000,2
1,0,0,Unfurnished,880,50000,2
1,0,0,Unfurnished,885,35000,2
0,1,0,Semi-Furnished,885,16000,2
0,1,0,Semi-Furnished,885,31500,2
0,1,0,Semi-Furnished,889,45000,2
0,0,1,Furnished,890,42000,2
0,1,0,Semi-Furnished,890,34000,2
1,0,0,Unfurnished,890,32000,2
1,0,0,Unfurnished,890,32000,2
1,0,0,Unfurnished,896,32000,2
0,0,1,Furnished,900,35000,2
0,1,0,Semi-Furnished,900,35000,2
0,0,1,Furnished,900,35000,2
0,1,0,Semi-Furnished,900,35000,2
1,0,0,Unfurnished,900,35000,2
1,0,0,Unfurnished,900,35000,2
1,0,0,Unfurnished,900,35000,2
0,1,0,Semi-Furnished,900,35000,2
0,1,0,Semi-Furnished,900,35000,2
0,1,0,Semi-Furnished,900,33000,2
0,1,0,Semi-Furnished,900,33000,2
0,1,0,Semi-Furnished,900,33000,2
0,1,0,Semi-Furnished,900,33000,2
0,1,0,Semi-Furnished,900,33000,2
1,0,0,Unfurnished,900,30000,2
0,1,0,Semi-Furnished,900,30000,2
0,0,1,Furnished,900,30000,2
0,0,1,Furnished,900,45000,2
0,1,0,Semi-Furnished,900,42000,2
0,1,0,Semi-Furnished,900,34000,2
0,0,1,Furnished,900,34000,2
1,0,0,Unfurnished,900,29000,2
0,1,0,Semi-Furnished,900,32000,2
1,0,0,Unfurnished,900,32000,2
1,0,0,Unfurnished,900,32000,2
1,0,0,Unfurnished,900,32000,2
1,0,0,Unfurnished,900,32000,2
1,0,0,Unfurnished,900,32000,2
1,0,0,Unfurnished,900,32000,2
1,0,0,Unfurnished,900,32000,2
0,1,0,Semi-Furnished,900,32000,2
0,1,0,Semi-Furnished,900,32000,2
1,0,0,Unfurnished,900,32000,2
0,1,0,Semi-Furnished,900,36000,2
0,0,1,Furnished,900,40000,2
0,0,1,Furnished,900,40000,2
1,0,0,Unfurnished,900,43000,2
1,0,0,Unfurnished,900,31000,2
1,0,0,Unfurnished,902,35000,2
1,0,0,Unfurnished,902,21000,1
0,1,0,Semi-Furnished,903,36000,2
1,0,0,Unfurnished,910,35000,2
0,1,0,Semi-Furnished,910,30000,2
0,1,0,Semi-Furnished,920,35000,2
1,0,0,Unfurnished,926,36000,2
1,0,0,Unfurnished,930,35000,2
0,0,1,Furnished,930,40000,2
0,1,0,Semi-Furnished,935,30000,2
1,0,0,Unfurnished,940,42000,2
1,0,0,Unfurnished,940,40000,2
1,0,0,Unfurnished,950,35000,2
1,0,0,Unfurnished,950,35000,2
0,1,0,Semi-Furnished,950,35000,2
0,0,1,Furnished,950,35000,2
1,0,0,Unfurnished,950,35000,2
0,1,0,Semi-Furnished,950,35000,2
1,0,0,Unfurnished,950,35000,2
0,1,0,Semi-Furnished,950,35000,2
0,1,0,Semi-Furnished,950,33000,2
1,0,0,Unfurnished,950,33000,2
0,1,0,Semi-Furnished,950,33000,2
0,1,0,Semi-Furnished,950,33000,2
1,0,0,Unfurnished,950,30000,2
0,0,1,Furnished,950,45000,2
0,0,1,Furnished,950,45000,2
1,0,0,Unfurnished,950,45000,2
0,1,0,Semi-Furnished,950,45000,2
0,0,1,Furnished,950,45000,2
1,0,0,Unfurnished,950,42000,2
0,0,1,Furnished,950,42000,2
1,0,0,Unfurnished,950,42000,2
0,0,1,Furnished,950,32000,2
1,0,0,Unfurnished,950,32000,2
0,1,0,Semi-Furnished,950,32000,2
0,1,0,Semi-Furnished,950,32000,2
1,0,0,Unfurnished,950,32000,2
0,1,0,Semi-Furnished,950,32000,2
1,0,0,Unfurnished,950,41000,3
0,1,0,Semi-Furnished,950,41000,2
1,0,0,Unfurnished,950,40000,2
0,0,1,Furnished,950,40000,2
0,1,0,Semi-Furnished,950,40000,2
0,0,1,Furnished,950,40000,2
1,0,0,Unfurnished,950,38000,2
0,1,0,Semi-Furnished,950,38000,2
0,1,0,Semi-Furnished,950,43000,2
1,0,0,Unfurnished,950,43000,3
1,0,0,Unfurnished,950,31000,2
1,0,0,Unfurnished,950,31000,2
1,0,0,Unfurnished,950,50000,2
0,1,0,Semi-Furnished,950,50000,2
0,1,0,Semi-Furnished,952,30100,2
0,0,1,Furnished,954,42000,2
0,0,1,Furnished,954,53000,2
0,0,1,Furnished,955,45000,2
1,0,0,Unfurnished,955,32000,2
1,0,0,Unfurnished,955,41000,2
0,1,0,Semi-Furnished,955,40000,2
0,1,0,Semi-Furnished,955,38000,2
0,0,1,Furnished,955,48000,2
0,0,1,Furnished,955,48000,2
0,1,0,Semi-Furnished,956,45000,2
0,1,0,Semi-Furnished,956,32000,2
0,1,0,Semi-Furnished,956,32000,2
0,1,0,Semi-Furnished,956,40000,2
0,1,0,Semi-Furnished,956,46000,2
0,1,0,Semi-Furnished,956,44000,2
0,0,1,Furnished,960,45000,2
0,0,1,Furnished,960,45000,2
0,1,0,Semi-Furnished,960,45000,2
0,1,0,Semi-Furnished,960,42000,2
0,1,0,Semi-Furnished,960,36000,2
0,1,0,Semi-Furnished,960,40000,2
0,1,0,Semi-Furnished,960,43000,2
0,1,0,Semi-Furnished,980,42000,2
0,1,0,Semi-Furnished,980,42000,2
0,1,0,Semi-Furnished,980,34000,3
0,1,0,Semi-Furnished,980,36000,2
1,0,0,Unfurnished,980,41000,2
0,1,0,Semi-Furnished,980,40000,2
1,0,0,Unfurnished,980,40000,2
1,0,0,Unfurnished,980,41500,2
1,0,0,Unfurnished,983,40000,2
0,0,1,Furnished,984,40000,2
1,0,0,Unfurnished,986,16000,2
0,1,0,Semi-Furnished,987,37000,2
1,0,0,Unfurnished,988,36000,2
0,1,0,Semi-Furnished,990,35000,2
0,1,0,Semi-Furnished,990,43000,2
0,1,0,Semi-Furnished,990,27000,2
1,0,0,Unfurnished,997,45000,2
1,0,0,Unfurnished,1000,35000,2
0,1,0,Semi-Furnished,1000,35000,2
0,0,1,Furnished,1000,35000,2
1,0,0,Unfurnished,1000,35000,2
0,1,0,Semi-Furnished,1000,33000,2
0,0,1,Furnished,1000,30000,2
0,0,1,Furnished,1000,45000,2
0,0,1,Furnished,1000,45000,2
0,0,1,Furnished,1000,45000,2
0,0,1,Furnished,1000,45000,2
0,1,0,Semi-Furnished,1000,45000,2
0,0,1,Furnished,1000,45000,2
0,1,0,Semi-Furnished,1000,42000,2
1,0,0,Unfurnished,1000,42000,2
0,1,0,Semi-Furnished,1000,42000,2
0,1,0,Semi-Furnished,1000,29000,2
0,1,0,Semi-Furnished,1000,32000,2
0,1,0,Semi-Furnished,1000,32000,2
0,1,0,Semi-Furnished,1000,32000,2
1,0,0,Unfurnished,1000,32000,2
0,1,0,Semi-Furnished,1000,36000,2
0,1,0,Semi-Furnished,1000,36000,2
0,1,0,Semi-Furnished,1000,41000,2
0,0,1,Furnished,1000,40000,2
1,0,0,Unfurnished,1000,40000,2
0,1,0,Semi-Furnished,1000,40000,2
0,1,0,Semi-Furnished,1000,40000,2
1,0,0,Unfurnished,1000,40000,2
1,0,0,Unfurnished,1000,40000,2
1,0,0,Unfurnished,1000,40000,2
1,0,0,Unfurnished,1000,38000,3
0,1,0,Semi-Furnished,1000,38000,2
1,0,0,Unfurnished,1000,43000,2
0,1,0,Semi-Furnished,1000,43000,2
0,1,0,Semi-Furnished,1000,31000,2
0,1,0,Semi-Furnished,1000,50000,2
1,0,0,Unfurnished,1000,44000,2
0,1,0,Semi-Furnished,1005,32000,2
0,1,0,Semi-Furnished,1010,34000,2
0,1,0,Semi-Furnished,1020,38000,2
1,0,0,Unfurnished,1020,23000,1
1,0,0,Unfurnished,1025,18000,2
0,0,1,Furnished,1025,17000,2
1,0,0,Unfurnished,1026,45000,3
0,1,0,Semi-Furnished,1030,30000,2
0,0,1,Furnished,1030,45000,2
0,0,1,Furnished,1030,40000,2
0,1,0,Semi-Furnished,1032,42000,2
0,0,1,Furnished,1032,36000,2
0,1,0,Semi-Furnished,1032,40000,2
0,1,0,Semi-Furnished,1032,38000,2
0,1,0,Semi-Furnished,1035,45000,2
1,0,0,Unfurnished,1040,35000,2
0,0,1,Furnished,1040,45000,2
1,0,0,Unfurnished,1040,40000,2
0,1,0,Semi-Furnished,1040,40000,2
1,0,0,Unfurnished,1040,38000,3
1,0,0,Unfurnished,1040,31000,2
0,1,0,Semi-Furnished,1050,33000,2
0,0,1,Furnished,1050,33000,2
0,1,0,Semi-Furnished,1050,30000,2
0,1,0,Semi-Furnished,1050,45000,2
1,0,0,Unfurnished,1050,45000,2
1,0,0,Unfurnished,1050,42000,2
0,1,0,Semi-Furnished,1050,42000,3
0,1,0,Semi-Furnished,1050,42000,2
0,1,0,Semi-Furnished,1050,32000,2
0,1,0,Semi-Furnished,1050,32000,2
0,1,0,Semi-Furnished,1050,32000,2
0,1,0,Semi-Furnished,1050,36000,3
1,0,0,Unfurnished,1050,40000,2
1,0,0,Unfurnished,1050,40000,2
1,0,0,Unfurnished,1050,40000,2
0,0,1,Furnished,1050,40000,2
0,0,1,Furnished,1050,50000,2
0,1,0,Semi-Furnished,1050,25000,2
0,1,0,Semi-Furnished,1050,37000,2
0,1,0,Semi-Furnished,1060,45000,3
1,0,0,Unfurnished,1060,42000,3
0,0,1,Furnished,1060,42000,2
0,1,0,Semi-Furnished,1065,43000,3
1,0,0,Unfurnished,1070,45000,2
1,0,0,Unfurnished,1070,44000,3
0,1,0,Semi-Furnished,1080,35000,2
0,1,0,Semi-Furnished,1084,28000,2
1,0,0,Unfurnished,1085,45000,3
0,1,0,Semi-Furnished,1093,34000,2
0,1,0,Semi-Furnished,1098,43000,2
0,1,0,Semi-Furnished,1100,35000,3
0,1,0,Semi-Furnished,1100,35000,2
0,1,0,Semi-Furnished,1100,35000,2
1,0,0,Unfurnished,1100,35000,3
0,1,0,Semi-Furnished,1100,33000,2
0,0,1,Furnished,1100,45000,3
1,0,0,Unfurnished,1100,45000,3
0,1,0,Semi-Furnished,1100,45000,3
0,1,0,Semi-Furnished,1100,45000,2
1,0,0,Unfurnished,1100,42000,2
0,1,0,Semi-Furnished,1100,32000,2
1,0,0,Unfurnished,1100,36000,3
0,1,0,Semi-Furnished,1100,41000,2
1,0,0,Unfurnished,1100,40000,2
1,0,0,Unfurnished,1100,40000,2
1,0,0,Unfurnished,1100,40000,3
0,1,0,Semi-Furnished,1100,40000,3
0,1,0,Semi-Furnished,1100,40000,2
0,0,1,Furnished,1100,40000,2
0,0,1,Furnished,1100,38000,2
0,0,1,Furnished,1100,43000,2
0,1,0,Semi-Furnished,1110,42000,3
1,0,0,Unfurnished,1120,30000,2
0,1,0,Semi-Furnished,1120,45000,3
0,0,1,Furnished,1120,45000,2
0,1,0,Semi-Furnished,1120,45000,3
0,1,0,Semi-Furnished,1120,45000,3
0,1,0,Semi-Furnished,1120,42000,2
0,0,1,Furnished,1120,40000,2
0,1,0,Semi-Furnished,1136,37000,3
0,1,0,Semi-Furnished,1140,30000,2
0,1,0,Semi-Furnished,1140,42000,3
0,1,0,Semi-Furnished,1140,40000,3
0,1,0,Semi-Furnished,1149,43000,3
1,0,0,Unfurnished,1150,45000,2
