Unfurnished,Semi-Furnished,Furnished,Furnishing,Area_sqft,Rent,BHK
1,0,0,Unfurnished,800,28000,2
0,0,1,Furnished,850,30000,2
1,0,0,Unfurnished,800,22000,2
0,0,1,Furnished,850,27000,2
0,0,1,Furnished,850,36000,2
0,1,0,Semi-furnished,800,23000,2
0,1,0,Semi-furnished,800,24000,2
0,0,1,Furnished,850,30000,2
0,1,0,Semi-furnished,800,33000,2
1,0,0,Unfurnished,1150,28000,3
1,0,0,Unfurnished,500,15000,1
1,0,0,Unfurnished,800,30000,2
0,1,0,Semi-furnished,800,26000,2
0,0,1,Furnished,850,27000,2
1,0,0,Unfurnished,1150,36000,3
0,1,0,Semi-furnished,800,28000,2
1,0,0,Unfurnished,1150,32000,3
0,0,1,Furnished,850,30000,2
0,0,1,Furnished,850,32000,2
1,0,0,Unfurnished,800,25000,2
0,1,0,Semi-furnished,800,28000,2
0,0,1,Furnished,850,29000,2
1,0,0,Unfurnished,800,25000,2
0,1,0,Semi-furnished,801,26000,2
0,0,1,Furnished,850,32000,2
1,0,0,Unfurnished,1150,36000,3
1,0,0,Unfurnished,1150,32000,3
0,1,0,Semi-furnished,805,28000,2
1,0,0,Unfurnished,800,25000,2
0,0,1,Furnished,850,35000,2
1,0,0,Unfurnished,800,23000,2
0,0,1,Furnished,850,35000,2
1,0,0,Unfurnished,800,24000,2
0,1,0,Semi-furnished,810,24000,2
0,1,0,Semi-furnished,810,25000,2
1,0,0,Unfurnished,800,28000,2
1,0,0,Unfurnished,1150,31000,3
1,0,0,Unfurnished,1150,32000,3
1,0,0,Unfurnished,800,24000,2
0,0,1,Furnished,850,30500,2
1,0,0,Unfurnished,800,25000,2
1,0,0,Unfurnished,802,22500,2
0,0,1,Furnished,1200,45000,3
0,1,0,Semi-furnished,1200,30000,3
0,1,0,Semi-furnished,810,26000,2
0,1,0,Semi-furnished,1200,33000,3
1,0,0,Unfurnished,802,22500,2
0,1,0,Semi-furnished,505,19000,1
0,0,1,Furnished,1200,38000,3
1,0,0,Unfurnished,1200,32000,3
1,0,0,Unfurnished,806,25000,2
1,0,0,Unfurnished,810,27000,2
0,1,0,Semi-furnished,1200,35000,4
1,0,0,Unfurnished,810,24000,2
0,0,1,Furnished,1250,40000,3
0,0,1,Furnished,850,35000,2
0,1,0,Semi-furnished,812,24000,2
0,0,1,Furnished,1250,45000,3
1,0,0,Unfurnished,500,14000,1
0,1,0,Semi-furnished,820,32000,2
1,0,0,Unfurnished,3200,80000,4
1,0,0,Unfurnished,1200,45000,3
0,0,1,Furnished,1250,47000,3
0,0,1,Furnished,1800,85000,4
0,0,1,Furnished,850,32000,2
0,0,1,Furnished,850,32000,2
1,0,0,Unfurnished,1200,42000,3
0,1,0,Semi-furnished,822,24000,2
0,0,1,Furnished,644,22000,1
1,0,0,Unfurnished,811,25000,2
0,1,0,Semi-furnished,826,24000,2
1,0,0,Unfurnished,1200,36000,3
0,1,0,Semi-furnished,830,26000,2
1,0,0,Unfurnished,820,27000,2
0,1,0,Semi-furnished,1210,34000,3
0,1,0,Semi-furnished,1210,30000,3
0,1,0,Semi-furnished,510,19000,1
0,0,1,Furnished,1250,45000,3
1,0,0,Unfurnished,820,24000,2
1,0,0,Unfurnished,830,30000,2
0,1,0,Semi-furnished,1215,29000,3
1,0,0,Unfurnished,830,22000,2
0,1,0,Semi-furnished,842,27000,2
0,0,1,Furnished,1250,48000,3
0,1,0,Semi-furnished,845,24000,2
0,1,0,Semi-furnished,849,26000,2
1,0,0,Unfurnished,830,25000,2
1,0,0,Unfurnished,1200,35000,3
0,1,0,Semi-furnished,850,26000,2
0,1,0,Semi-furnished,850,25000,2
1,0,0,Unfurnished,840,28000,2
0,1,0,Semi-furnished,1250,32800,3
0,0,1,Furnished,650,22000,1
0,1,0,Semi-furnished,510,18000,1
1,0,0,Unfurnished,841,24000,2
1,0,0,Unfurnished,500,16500,1
0,1,0,Semi-furnished,520,18000,1
1,0,0,Unfurnished,1200,45000,3
0,0,1,Furnished,1250,40000,3
0,1,0,Semi-furnished,850,28000,2
0,0,1,Furnished,850,35000,2
1,0,0,Unfurnished,848,35000,2
0,0,1,Furnished,850,32000,2
0,0,1,Furnished,850,25000,2
0,1,0,Semi-furnished,850,26000,2
0,1,0,Semi-furnished,850,27000,2
0,0,1,Furnished,1256,46000,3
0,1,0,Semi-furnished,1270,35000,3
1,0,0,Unfurnished,850,25000,2
0,0,1,Furnished,850,40000,2
0,0,1,Furnished,1256,39000,3
0,0,1,Furnished,1300,44000,3
0,1,0,Semi-furnished,850,25000,2
0,0,1,Furnished,853,35000,2
1,0,0,Unfurnished,850,20000,2
0,0,1,Furnished,650,22000,1
0,0,1,Furnished,860,35000,2
0,1,0,Semi-furnished,1300,32000,3
1,0,0,Unfurnished,850,26000,2
1,0,0,Unfurnished,850,24000,2
0,0,1,Furnished,880,30000,2
1,0,0,Unfurnished,1200,32000,3
0,0,1,Furnished,650,23500,1
0,1,0,Semi-furnished,550,18000,1
1,0,0,Unfurnished,850,26000,2
0,1,0,Semi-furnished,1300,32500,3
1,0,0,Unfurnished,850,27000,2
0,1,0,Semi-furnished,850,25000,2
0,1,0,Semi-furnished,850,24000,2
0,1,0,Semi-furnished,850,25000,2
0,1,0,Semi-furnished,850,28000,2
0,0,1,Furnished,880,31000,2
1,0,0,Unfurnished,850,26000,2
0,1,0,Semi-furnished,850,32000,2
0,1,0,Semi-furnished,850,29000,2
0,1,0,Semi-furnished,850,25000,2
1,0,0,Unfurnished,500,15000,1
0,1,0,Semi-furnished,850,28000,2
1,0,0,Unfurnished,1210,33000,3
0,1,0,Semi-furnished,850,26000,2
1,0,0,Unfurnished,850,26000,2
0,1,0,Semi-furnished,550,18500,1
1,0,0,Unfurnished,850,28000,2
0,1,0,Semi-furnished,850,26000,2
1,0,0,Unfurnished,520,15000,1
0,0,1,Furnished,900,36000,2
0,0,1,Furnished,900,27000,2
1,0,0,Unfurnished,850,25000,2
0,1,0,Semi-furnished,1300,32000,3
0,1,0,Semi-furnished,850,25000,2
0,1,0,Semi-furnished,557,20000,1
1,0,0,Unfurnished,850,26000,2
1,0,0,Unfurnished,850,25500,2
1,0,0,Unfurnished,850,22000,2
1,0,0,Unfurnished,550,15000,1
1,0,0,Unfurnished,1223,32000,3
1,0,0,Unfurnished,850,24000,2
0,0,1,Furnished,900,32000,2
1,0,0,Unfurnished,850,26000,2
0,0,1,Furnished,900,30000,2
0,1,0,Semi-furnished,850,25000,2
0,0,1,Furnished,900,28000,2
1,0,0,Unfurnished,850,24000,2
0,0,1,Furnished,1300,45000,3
1,0,0,Unfurnished,850,25000,2
1,0,0,Unfurnished,557,14000,1
0,1,0,Semi-furnished,850,26000,2
1,0,0,Unfurnished,850,24000,2
0,1,0,Semi-furnished,850,27000,2
0,1,0,Semi-furnished,850,26000,2
1,0,0,Unfurnished,1250,30000,3
0,0,1,Furnished,1345,37600,3
1,0,0,Unfurnished,850,22000,2
0,1,0,Semi-furnished,850,26000,2
0,1,0,Semi-furnished,851,25500,2
0,0,1,Furnished,700,22000,1
0,1,0,Semi-furnished,870,25000,2
1,0,0,Unfurnished,557,14000,1
1,0,0,Unfurnished,850,23000,2
1,0,0,Unfurnished,850,25000,2
0,1,0,Semi-furnished,880,26000,2
1,0,0,Unfurnished,1250,35000,3
0,0,1,Furnished,900,31000,2
0,0,1,Furnished,900,27000,2
1,0,0,Unfurnished,850,28000,2
0,1,0,Semi-furnished,560,20000,1
0,0,1,Furnished,901,27000,2
1,0,0,Unfurnished,1250,35000,3
0,0,1,Furnished,920,25000,2
0,0,1,Furnished,925,26000,2
1,0,0,Unfurnished,850,26000,2
0,1,0,Semi-furnished,890,27000,2
0,0,1,Furnished,945,30000,2
1,0,0,Unfurnished,1250,34000,3
1,0,0,Unfurnished,850,26000,2
0,0,1,Furnished,950,27000,2
1,0,0,Unfurnished,850,25000,2
1,0,0,Unfurnished,1250,35000,3
0,1,0,Semi-furnished,900,25000,2
0,1,0,Semi-furnished,1350,31900,3
0,0,1,Furnished,950,30000,2
1,0,0,Unfurnished,1250,35000,3
1,0,0,Unfurnished,850,25000,2
0,0,1,Furnished,950,34000,2
0,1,0,Semi-furnished,900,25500,2
1,0,0,Unfurnished,850,23000,2
1,0,0,Unfurnished,850,24000,2
1,0,0,Unfurnished,557,15000,1
1,0,0,Unfurnished,1250,35000,3
1,0,0,Unfurnished,850,24000,2
0,0,1,Furnished,950,31000,2
1,0,0,Unfurnished,850,23000,2
0,0,1,Furnished,950,38000,2
0,0,1,Furnished,950,40000,2
0,1,0,Semi-furnished,900,30000,2
1,0,0,Unfurnished,565,16500,1
0,0,1,Furnished,950,37000,2
0,0,1,Furnished,956,32000,2
0,0,1,Furnished,1460,42000,3
0,0,1,Furnished,956,32000,2
0,1,0,Semi-furnished,900,24000,2
0,1,0,Semi-furnished,900,28000,2
0,0,1,Furnished,957,40000,2
0,0,1,Furnished,1470,37200,3
1,0,0,Unfurnished,1256,35000,3
0,1,0,Semi-furnished,1400,31000,3
1,0,0,Unfurnished,850,25000,2
1,0,0,Unfurnished,852,27000,2
0,1,0,Semi-furnished,564,19000,1
0,1,0,Semi-furnished,900,25000,2
1,0,0,Unfurnished,855,23000,2
1,0,0,Unfurnished,856,30000,2
1,0,0,Unfurnished,860,25000,2
1,0,0,Unfurnished,860,25000,2
0,0,1,Furnished,980,35000,2
1,0,0,Unfurnished,870,22000,2
0,1,0,Semi-furnished,900,26000,2
1,0,0,Unfurnished,880,30000,2
1,0,0,Unfurnished,889,27000,2
1,0,0,Unfurnished,1280,35000,3
1,0,0,Unfurnished,900,28200,2
1,0,0,Unfurnished,1280,36000,3
1,0,0,Unfurnished,900,28200,2
0,0,1,Furnished,1000,30000,2
0,0,1,Furnished,1000,35000,2
1,0,0,Unfurnished,900,22000,2
0,0,1,Furnished,1000,35000,2
1,0,0,Unfurnished,900,24000,2
1,0,0,Unfurnished,1300,35000,3
1,0,0,Unfurnished,1350,35000,3
1,0,0,Unfurnished,900,23000,2
1,0,0,Unfurnished,1350,30000,3
0,1,0,Semi-furnished,1227,45000,4
1,0,0,Unfurnished,900,26000,2
1,0,0,Unfurnished,900,24000,2
1,0,0,Unfurnished,1350,35000,3
1,0,0,Unfurnished,900,26000,2
1,0,0,Unfurnished,900,25000,2
0,1,0,Semi-furnished,900,25000,2
0,1,0,Semi-furnished,900,25000,2
0,1,0,Semi-furnished,568,18000,1
0,1,0,Semi-furnished,1450,35000,3
0,1,0,Semi-furnished,900,25000,2
0,1,0,Semi-furnished,900,27500,2
0,1,0,Semi-furnished,900,25000,2
0,0,1,Furnished,1021,30000,2
0,1,0,Semi-furnished,900,26000,2
0,0,1,Furnished,1050,36400,2
1,0,0,Unfurnished,1350,35000,3
1,0,0,Unfurnished,900,24000,2
1,0,0,Unfurnished,900,25000,2
1,0,0,Unfurnished,900,24000,2
1,0,0,Unfurnished,1450,45000,3
0,0,1,Furnished,1470,37200,3
1,0,0,Unfurnished,900,25000,2
0,0,1,Furnished,1500,55000,3
0,0,1,Furnished,1500,45000,3
0,0,1,Furnished,1050,34000,2
1,0,0,Unfurnished,900,30000,2
0,0,1,Furnished,1500,52000,3
0,1,0,Semi-furnished,920,24000,2
0,1,0,Semi-furnished,920,27000,2
0,1,0,Semi-furnished,1500,42000,3
1,0,0,Unfurnished,1520,51000,3
0,1,0,Semi-furnished,1500,42000,3
1,0,0,Unfurnished,1600,56000,3
0,0,1,Furnished,1078,35000,2
0,1,0,Semi-furnished,940,26000,2
1,0,0,Unfurnished,920,25000,2
0,1,0,Semi-furnished,941,22000,2
0,1,0,Semi-furnished,1500,35000,3
0,0,1,Furnished,1100,30000,2
1,0,0,Unfurnished,930,26000,2
0,1,0,Semi-furnished,950,25000,2
1,0,0,Unfurnished,600,16000,1
1,0,0,Unfurnished,600,16500,1
1,0,0,Unfurnished,949,28000,2
0,1,0,Semi-furnished,950,25000,2
0,1,0,Semi-furnished,950,25000,2
1,0,0,Unfurnished,950,26000,2
0,1,0,Semi-furnished,956,26000,2
1,0,0,Unfurnished,1600,56000,3
1,0,0,Unfurnished,950,27000,2
0,1,0,Semi-furnished,600,17000,1
1,0,0,Unfurnished,950,28000,2
0,1,0,Semi-furnished,600,18000,1
1,0,0,Unfurnished,1600,55000,3
0,1,0,Semi-furnished,1000,30000,2
0,0,1,Furnished,1156,35000,2
0,1,0,Semi-furnished,1000,25000,2
0,1,0,Semi-furnished,1000,26000,2
0,1,0,Semi-furnished,1600,45000,3
0,1,0,Semi-furnished,1000,26000,2
1,0,0,Unfurnished,950,26000,2
0,1,0,Semi-furnished,600,20000,1
1,0,0,Unfurnished,966,25000,2
1,0,0,Unfurnished,975,26000,2
0,1,0,Semi-furnished,1000,28000,2
1,0,0,Unfurnished,980,23000,2
0,1,0,Semi-furnished,1000,27000,2
0,1,0,Semi-furnished,1009,25000,2
0,1,0,Semi-furnished,1021,26000,2
1,0,0,Unfurnished,1675,58200,3
0,1,0,Semi-furnished,1036,26000,2
0,1,0,Semi-furnished,655,20500,1
0,0,1,Furnished,1200,32000,2
0,0,1,Furnished,1500,40000,2
0,1,0,Semi-furnished,680,21000,1
0,0,1,Furnished,1600,51500,3
0,1,0,Semi-furnished,1050,25000,2
1,0,0,Unfurnished,1050,40000,2
0,0,1,Furnished,900,25000,1
0,1,0,Semi-furnished,1050,25000,2
1,0,0,Unfurnished,1050,35000,2
0,1,0,Semi-furnished,1632,46000,3
0,1,0,Semi-furnished,800,25000,1
1,0,0,Unfurnished,3000,80000,4
0,1,0,Semi-furnished,1050,28000,2
0,1,0,Semi-furnished,1050,26000,2
0,1,0,Semi-furnished,1050,28000,2
0,1,0,Semi-furnished,1632,36000,3
0,1,0,Semi-furnished,1050,25000,2
0,1,0,Semi-furnished,2175,55000,3
1,0,0,Unfurnished,1675,53200,3
1,0,0,Unfurnished,1050,35000,2
0,1,0,Semi-furnished,1108,24000,2
0,1,0,Semi-furnished,3000,60000,3
1,0,0,Unfurnished,710,18000,1
0,1,0,Semi-furnished,1200,30000,2
1,0,0,Unfurnished,1100,36000,2
0,0,1,Furnished,1500,43000,2
