Unfurnished,Semi-Furnished,Furnished,Furnishing,Area_sqft,Rent,BHK
0,1,0,Semi-Furnished,950,35000,2
0,0,1,Furnished,900,36000,2
0,0,1,Furnished,530,27000,1
1,0,0,Unfurnished,841,31000,2
1,0,0,Unfurnished,1350,45000,3
1,0,0,Unfurnished,550,16000,1
0,1,0,Semi-Furnished,950,21500,2
0,1,0,Semi-Furnished,950,33000,2
0,0,1,Furnished,1400,70000,3
1,0,0,Unfurnished,550,22000,1
1,0,0,Unfurnished,850,32000,2
0,0,1,Furnished,900,40000,2
0,0,1,Furnished,900,38000,2
1,0,0,Unfurnished,850,22000,2
1,0,0,Unfurnished,550,24000,1
0,0,1,Furnished,900,39000,2
1,0,0,Unfurnished,550,22000,1
1,0,0,Unfurnished,1350,42000,3
1,0,0,Unfurnished,850,20900,2
1,0,0,Unfurnished,1350,30000,3
0,0,1,Furnished,900,45000,2
0,0,1,Furnished,1400,65000,3
0,1,0,Semi-Furnished,950,35000,2
0,0,1,Furnished,530,25000,1
0,0,1,Furnished,900,38000,2
0,0,1,Furnished,550,25000,1
0,0,1,Furnished,550,24000,1
0,0,1,Furnished,550,25000,1
0,0,1,Furnished,900,35000,2
1,0,0,Unfurnished,850,26000,2
0,1,0,Semi-Furnished,950,30000,2
0,1,0,Semi-Furnished,950,31000,2
1,0,0,Unfurnished,850,32000,2
1,0,0,Unfurnished,550,22000,1
0,0,1,Furnished,904,42000,2
0,0,1,Furnished,904,45000,2
1,0,0,Unfurnished,850,33000,2
0,0,1,Furnished,1450,60000,3
0,0,1,Furnished,918,33700,2
0,0,1,Furnished,931,35000,2
0,0,1,Furnished,938,45000,2
1,0,0,Unfurnished,850,28000,2
1,0,0,Unfurnished,850,30000,2
0,0,1,Furnished,940,38000,2
0,1,0,Semi-Furnished,950,33000,3
0,0,1,Furnished,940,40000,2
1,0,0,Unfurnished,850,30000,2
1,0,0,Unfurnished,850,30000,2
1,0,0,Unfurnished,850,35000,2
1,0,0,Unfurnished,850,32000,2
1,0,0,Unfurnished,850,29000,2
0,0,1,Furnished,4500,280000,4
1,0,0,Unfurnished,850,28000,2
1,0,0,Unfurnished,850,38000,2
0,0,1,Furnished,950,40000,2
0,1,0,Semi-Furnished,950,40000,2
0,0,1,Furnished,1450,45000,3
0,0,1,Furnished,550,24000,1
0,1,0,Semi-Furnished,950,40000,2
1,0,0,Unfurnished,550,22000,1
1,0,0,Unfurnished,850,29000,2
1,0,0,Unfurnished,850,33000,2
0,0,1,Furnished,950,44000,2
0,0,1,Furnished,950,44000,2
1,0,0,Unfurnished,850,30000,2
0,0,1,Furnished,950,32000,2
1,0,0,Unfurnished,550,22000,1
0,0,1,Furnished,1500,55000,3
1,0,0,Unfurnished,850,35000,2
1,0,0,Unfurnished,850,35000,2
0,1,0,Semi-Furnished,950,35000,2
1,0,0,Unfurnished,850,45000,2
0,0,1,Furnished,950,38000,2
0,1,0,Semi-Furnished,960,35000,2
1,0,0,Unfurnished,550,21000,1
0,0,1,Furnished,950,42000,2
0,1,0,Semi-Furnished,970,37000,2
0,0,1,Furnished,950,36999,2
0,1,0,Semi-Furnished,975,38000,3
1,0,0,Unfurnished,1350,46000,3
1,0,0,Unfurnished,850,40000,2
1,0,0,Unfurnished,850,34000,2
0,1,0,Semi-Furnished,975,35000,3
1,0,0,Unfurnished,850,35000,2
0,1,0,Semi-Furnished,980,32000,3
1,0,0,Unfurnished,850,27000,2
0,1,0,Semi-Furnished,980,38000,2
0,0,1,Furnished,950,40000,2
1,0,0,Unfurnished,875,31000,2
0,0,1,Furnished,570,25000,1
1,0,0,Unfurnished,875,35000,2
1,0,0,Unfurnished,880,19000,2
0,1,0,Semi-Furnished,980,32000,2
1,0,0,Unfurnished,890,29000,2
0,0,1,Furnished,950,36400,2
0,0,1,Furnished,1500,53000,3
0,1,0,Semi-Furnished,980,32000,2
0,1,0,Semi-Furnished,980,38000,2
0,1,0,Semi-Furnished,995,25000,2
1,0,0,Unfurnished,900,27000,2
1,0,0,Unfurnished,1350,45000,3
0,0,1,Furnished,950,33000,2
1,0,0,Unfurnished,900,32000,2
0,1,0,Semi-Furnished,995,26000,2
1,0,0,Unfurnished,1370,34000,3
1,0,0,Unfurnished,900,35000,2
0,0,1,Furnished,572,23000,1
1,0,0,Unfurnished,900,50000,2
0,1,0,Semi-Furnished,1000,29500,2
1,0,0,Unfurnished,900,28000,2
0,1,0,Semi-Furnished,1000,32000,2
0,1,0,Semi-Furnished,1000,22500,2
0,1,0,Semi-Furnished,1000,37000,2
0,1,0,Semi-Furnished,1000,35000,2
0,0,1,Furnished,950,35000,2
0,0,1,Furnished,572,25000,1
1,0,0,Unfurnished,900,20000,2
1,0,0,Unfurnished,550,22000,1
0,1,0,Semi-Furnished,1000,35000,2
0,0,1,Furnished,950,35000,2
1,0,0,Unfurnished,550,14100,1
0,1,0,Semi-Furnished,1009,31900,2
0,0,1,Furnished,950,42000,2
0,0,1,Furnished,950,40000,2
0,1,0,Semi-Furnished,1011,33000,2
1,0,0,Unfurnished,550,25000,1
1,0,0,Unfurnished,925,27000,2
0,1,0,Semi-Furnished,1015,32000,2
1,0,0,Unfurnished,930,28000,2
0,0,1,Furnished,1500,48000,3
0,0,1,Furnished,950,33000,2
1,0,0,Unfurnished,1380,44500,3
0,1,0,Semi-Furnished,1050,38000,2
0,0,1,Furnished,950,37000,2
0,1,0,Semi-Furnished,1050,38000,2
0,1,0,Semi-Furnished,1050,33000,2
0,0,1,Furnished,975,45000,2
0,1,0,Semi-Furnished,1050,38000,2
0,1,0,Semi-Furnished,1050,38000,2
0,1,0,Semi-Furnished,1050,38000,2
0,0,1,Furnished,980,42000,2
0,1,0,Semi-Furnished,1085,30000,2
1,0,0,Unfurnished,950,31000,2
0,0,1,Furnished,590,26000,1
1,0,0,Unfurnished,1380,42500,3
1,0,0,Unfurnished,950,38000,2
1,0,0,Unfurnished,950,26500,2
0,0,1,Furnished,980,43000,2
0,0,1,Furnished,1500,48000,3
0,1,0,Semi-Furnished,1100,40000,2
0,0,1,Furnished,980,36000,2
0,1,0,Semi-Furnished,1100,40000,3
1,0,0,Unfurnished,1400,45000,3
1,0,0,Unfurnished,1400,43000,3
0,0,1,Furnished,980,45000,2
1,0,0,Unfurnished,950,36000,2
1,0,0,Unfurnished,950,29000,2
1,0,0,Unfurnished,950,30000,2
1,0,0,Unfurnished,950,30000,2
0,0,1,Furnished,590,26500,1
0,1,0,Semi-Furnished,1100,38000,2
0,1,0,Semi-Furnished,1100,42000,3
0,0,1,Furnished,600,25000,1
0,1,0,Semi-Furnished,1100,38000,2
1,0,0,Unfurnished,1400,47000,3
0,1,0,Semi-Furnished,1100,24000,2
1,0,0,Unfurnished,950,30000,2
1,0,0,Unfurnished,950,38000,2
0,1,0,Semi-Furnished,1150,34500,2
0,1,0,Semi-Furnished,1150,28000,2
1,0,0,Unfurnished,950,32000,2
0,1,0,Semi-Furnished,1150,35500,2
0,0,1,Furnished,600,24000,1
1,0,0,Unfurnished,950,45000,2
0,0,1,Furnished,1530,69000,3
0,1,0,Semi-Furnished,1150,36000,2
1,0,0,Unfurnished,2020,66000,4
0,0,1,Furnished,1550,65000,3
1,0,0,Unfurnished,560,22000,1
0,0,1,Furnished,1000,40000,2
1,0,0,Unfurnished,570,22000,1
0,0,1,Furnished,600,25000,1
0,1,0,Semi-Furnished,1158,26000,2
1,0,0,Unfurnished,964,30000,2
0,1,0,Semi-Furnished,1178,46000,3
0,1,0,Semi-Furnished,1180,45000,3
1,0,0,Unfurnished,585,25000,1
1,0,0,Unfurnished,600,13000,1
1,0,0,Unfurnished,970,35000,2
1,0,0,Unfurnished,970,27000,2
1,0,0,Unfurnished,970,32000,2
1,0,0,Unfurnished,975,37000,2
1,0,0,Unfurnished,980,38000,2
1,0,0,Unfurnished,980,26000,2
0,0,1,Furnished,1000,38000,2
1,0,0,Unfurnished,980,32000,2
0,0,1,Furnished,1000,45000,2
1,0,0,Unfurnished,1450,50000,3
1,0,0,Unfurnished,981,18000,2
0,0,1,Furnished,1000,34900,2
0,1,0,Semi-Furnished,1200,40000,3
0,0,1,Furnished,1000,35000,2
1,0,0,Unfurnished,1480,48000,3
1,0,0,Unfurnished,600,20000,1
0,0,1,Furnished,1000,40000,2
0,0,1,Furnished,1000,36000,2
1,0,0,Unfurnished,600,14500,1
0,1,0,Semi-Furnished,1200,42000,3
0,1,0,Semi-Furnished,1200,37000,3
1,0,0,Unfurnished,990,25000,2
1,0,0,Unfurnished,995,25000,2
0,1,0,Semi-Furnished,1208,35000,2
0,0,1,Furnished,1000,35000,2
1,0,0,Unfurnished,600,20000,1
1,0,0,Unfurnished,1000,28000,2
0,0,1,Furnished,650,25000,1
1,0,0,Unfurnished,1000,28000,2
0,1,0,Semi-Furnished,1250,47000,3
1,0,0,Unfurnished,1000,27000,2
1,0,0,Unfurnished,1500,46000,3
0,1,0,Semi-Furnished,1250,45000,3
0,0,1,Furnished,1000,36000,2
0,0,1,Furnished,720,24500,1
0,0,1,Furnished,1000,40000,2
1,0,0,Unfurnished,600,25000,1
0,0,1,Furnished,1000,34000,2
1,0,0,Unfurnished,600,12000,1
0,0,1,Furnished,1000,33000,2
0,0,1,Furnished,1050,43000,2
1,0,0,Unfurnished,1500,52000,3
1,0,0,Unfurnished,1000,27000,2
0,1,0,Semi-Furnished,1250,48000,3
0,0,1,Furnished,1600,60000,3
1,0,0,Unfurnished,1000,30000,2
1,0,0,Unfurnished,1000,35000,2
0,0,1,Furnished,1050,44000,2
0,0,1,Furnished,720,27000,1
0,0,1,Furnished,1600,50000,3
