Unfurnished,Semi-Furnished,Furnished,Furnishing,Area_sqft,Rent,BHK
1,0,0,Unfurnished,810,25000.00,2
1,0,0,Unfurnished,630,23000.00,2
1,0,0,Unfurnished,1000,20000.00,2
1,0,0,Unfurnished,980,30000.00,2
1,0,0,Unfurnished,500,19000.00,1
0,1,0,Semi-Furnished,750,23000.00,2
0,1,0,Semi-Furnished,850,22000.00,2
0,0,1,Furnished,920,29999.00,2
1,0,0,Unfurnished,550,13000.00,1
0,0,1,Furnished,500,14000.00,1
1,0,0,Unfurnished,630,23000.00,2
0,0,1,Furnished,850,15000.00,1
1,0,0,Unfurnished,900,22000.00,2
1,0,0,Unfurnished,1600,30000.00,3
0,1,0,Semi-Furnished,1050,20500.00,2
1,0,0,Unfurnished,710,20000.00,2
1,0,0,Unfurnished,650,24000.00,2
0,0,1,Furnished,675,27900.00,2
0,0,1,Furnished,650,9300.00,1
1,0,0,Unfurnished,950,25000.00,2
1,0,0,Unfurnished,851,21000.00,2
0,1,0,Semi-Furnished,750,23000.00,2
0,0,1,Furnished,1050,29999.00,3
1,0,0,Unfurnished,480,17000.00,1
1,0,0,Unfurnished,945,25999.00,2
1,0,0,Unfurnished,1150,28500.00,3
1,0,0,Unfurnished,750,13500.00,1
1,0,0,Unfurnished,440,18500.00,1
0,0,1,Furnished,650,12000.00,1
0,0,1,Furnished,1000,34000.00,3
0,0,1,Furnished,625,10000.00,1
0,0,1,Furnished,448,23000.00,1
1,0,0,Unfurnished,650,20000.00,2
0,0,1,Furnished,730,30000.00,2
0,1,0,Semi-Furnished,456,16000.00,1
0,0,1,Furnished,1735,44999.00,3
1,0,0,Unfurnished,863,19000.00,2
1,0,0,Unfurnished,1225,28000.00,3
0,0,1,Furnished,450,20000.00,1
1,0,0,Unfurnished,630,23000.00,2
0,1,0,Semi-Furnished,800,20000.00,2
0,1,0,Semi-Furnished,950,28000.00,2
1,0,0,Unfurnished,500,19000.00,1
1,0,0,Unfurnished,500,19000.00,1
1,0,0,Unfurnished,630,23000.00,2
0,1,0,Semi-Furnished,1400,25000.00,3
0,0,1,Furnished,450,21000.00,1
0,1,0,Semi-Furnished,1100,25000.00,2
1,0,0,Unfurnished,1200,26000.00,3
1,0,0,Unfurnished,1259,30000.00,3
1,0,0,Unfurnished,700,22000.00,2
0,1,0,Semi-Furnished,443,18500.00,1
0,0,1,Furnished,440,23000.00,1
0,0,1,Furnished,1200,31000.00,3
1,0,0,Unfurnished,890,22000.00,2
1,0,0,Unfurnished,1150,21000.00,2
1,0,0,Unfurnished,500,18000.00,1
1,0,0,Unfurnished,780,22000.00,2
1,0,0,Unfurnished,730,22000.00,2
0,0,1,Furnished,750,20000.00,1
0,1,0,Semi-Furnished,510,22000.00,1
